"","Date","Price","PostCode"
"11937","2011-12-20","260000",""
"11938","2011-12-20","253000",""
"11939","2011-12-20","140000",""
"11940","2011-12-20","207500",""
"11941","2011-12-20","310000","Dublin 14"
"11942","2011-12-20","140000",""
"11943","2011-12-20","185000","Dublin 24"
"11944","2011-12-20","95000",""
"11945","2011-12-20","165000",""
"11946","2011-12-20","270000",""
"11947","2011-12-20","170000",""
"11948","2011-12-20","80000",""
"11949","2011-12-20","130000",""
"11950","2011-12-20","268000",""
"11951","2011-12-20","242290.75",""
"11952","2011-12-20","80000",""
"11953","2011-12-20","212000",""
"11954","2011-12-20","160000",""
"11955","2011-12-20","144000",""
"11956","2011-12-20","107000","Dublin 2"
"11957","2011-12-20","324500",""
"11958","2011-12-20","191000",""
"11959","2011-12-20","80000","Dublin 8"
"11960","2011-12-20","90000",""
"11961","2011-12-20","180000","Dublin 1"
"11962","2011-12-20","455000","Dublin 7"
"11963","2011-12-20","11315000",""
"11964","2011-12-20","182000",""
"11965","2011-12-20","275000",""
"11966","2011-12-20","1433582",""
"11967","2011-12-21","225000",""
"11968","2011-12-21","242000",""
"11969","2011-12-21","235000",""
"11970","2011-12-21","220000","Dublin 5"
"11971","2011-12-21","465000","Dublin 14"
"11972","2011-12-21","3650000","Dublin 4"
"11973","2011-12-21","152500",""
"11974","2011-12-21","375000","Dublin 6w"
"11975","2011-12-21","305000","Dublin 15"
"11976","2011-12-21","65000","Dublin 3"
"11977","2011-12-21","190000",""
"11978","2011-12-21","280000",""
"11979","2011-12-21","160000",""
"11980","2011-12-21","237500","Dublin 6"
"11981","2011-12-21","127500",""
"11982","2011-12-21","415000","Dublin 7"
"11983","2011-12-21","145619.18",""
"11984","2011-12-21","410000",""
"11985","2011-12-21","100000",""
"11986","2011-12-21","198750",""
"11987","2011-12-21","185000",""
"11988","2011-12-21","230000","Dublin 9"
"11989","2011-12-21","140000","Dublin 7"
"11990","2011-12-21","165000",""
"11991","2011-12-21","340000",""
"11992","2011-12-21","176000",""
"11993","2011-12-21","357500",""
"11994","2011-12-21","165000","Dublin 9"
"11995","2011-12-21","200000",""
"11996","2011-12-21","180000","Dublin 22"
"11997","2011-12-21","263000",""
"11998","2011-12-21","475000",""
"11999","2011-12-21","176211",""
"12000","2011-12-21","245000",""
"12001","2011-12-21","200000",""
"12002","2011-12-21","265000",""
"12003","2011-12-21","380000",""
"12004","2011-12-21","230000",""
"12005","2011-12-21","140000",""
"12006","2011-12-21","260000","Dublin 4"
"12007","2011-12-21","265000",""
"12008","2011-12-21","285000",""
"12009","2011-12-21","254185",""
"12010","2011-12-21","227500","Dublin 2"
"12011","2011-12-21","470000",""
"12012","2011-12-21","410000",""
"12013","2011-12-21","180000",""
"12014","2011-12-21","415000",""
"12015","2011-12-21","130000","Dublin 4"
"12016","2011-12-21","118000",""
"12017","2011-12-21","350000",""
"12018","2011-12-21","178000","Dublin 4"
"12019","2011-12-21","72500","Dublin 12"
"12020","2011-12-21","120000","Dublin 8"
"12021","2011-12-21","424000",""
"12022","2011-12-21","90000",""
"12023","2011-12-21","189000","Dublin 15"
"12024","2011-12-21","145000",""
"12025","2011-12-21","390000","Dublin 6w"
"12026","2011-12-21","245000",""
"12027","2011-12-21","275000",""
"12028","2011-12-21","276500",""
"12029","2011-12-21","347750",""
"12030","2011-12-21","207500",""
"12031","2011-12-21","177500",""
"12032","2011-12-21","110000",""
"12033","2011-12-21","100000","Dublin 2"
"12034","2011-12-21","530000",""
"12035","2011-12-21","100000","Dublin 8"
"12036","2011-12-21","145619.18",""
"12037","2011-12-21","145619.18",""
"12038","2011-12-21","145619.18",""
"12039","2011-12-21","145619.18",""
"12040","2011-12-21","145619.18",""
"12041","2011-12-21","145619.18",""
"12042","2011-12-21","145619.18",""
"12043","2011-12-21","145619.18",""
"12044","2011-12-21","145619.18",""
"12045","2011-12-21","145619.18",""
"12046","2011-12-21","145619.18",""
"12047","2011-12-21","145619.18",""
"12048","2011-12-21","145619.18",""
"12049","2011-12-21","145619.18",""
"12050","2011-12-21","145619.18",""
"12051","2011-12-21","145619.18",""
"12052","2011-12-21","145619.18",""
"12053","2011-12-21","145619.18",""
"12054","2011-12-21","145619.18",""
"12055","2011-12-21","145619.18",""
"12056","2011-12-21","145619.18",""
"12057","2011-12-21","145619.18",""
"12058","2011-12-21","145619.18",""
"12059","2011-12-21","145619.18",""
"12060","2011-12-21","145619.18",""
"12061","2011-12-21","145619.18",""
"12062","2011-12-21","145619.18",""
"12063","2011-12-21","145619.18",""
"12064","2011-12-21","145619.18",""
"12065","2011-12-21","145619.18",""
"12066","2011-12-21","145619.18",""
"12067","2011-12-21","145619.18",""
"12068","2011-12-21","145619.18",""
"12069","2011-12-21","145619.18",""
"12070","2011-12-21","192000","Dublin 4"
"12071","2011-12-21","215000",""
"12072","2011-12-21","200000",""
"12073","2011-12-21","335000",""
"12074","2011-12-22","160000",""
"12075","2011-12-22","270000",""
"12076","2011-12-22","436123.34",""
"12077","2011-12-22","430000",""
"12078","2011-12-22","515000",""
"12079","2011-12-22","135000","Dublin 6"
"12080","2011-12-22","187500",""
"12081","2011-12-22","185000",""
"12082","2011-12-22","475000",""
"12083","2011-12-22","290000",""
"12084","2011-12-22","203000",""
"12085","2011-12-22","420000","Dublin 4"
"12086","2011-12-22","168281.94","Dublin 18"
"12087","2011-12-22","950000","Dublin 3"
"12088","2011-12-22","280000",""
"12089","2011-12-22","290000","Dublin 9"
"12090","2011-12-22","175000","Dublin 9"
"12091","2011-12-22","178000",""
"12092","2011-12-22","262500",""
"12093","2011-12-22","120000","Dublin 11"
"12094","2011-12-22","436124",""
"12095","2011-12-22","192500",""
"12096","2011-12-22","170000",""
"12097","2011-12-22","470000","Dublin 14"
"12098","2011-12-22","325000",""
"12099","2011-12-22","100413.22",""
"12100","2011-12-22","195000",""
"12101","2011-12-22","282000","Dublin 16"
"12102","2011-12-22","190000",""
"12103","2011-12-22","225000",""
"12104","2011-12-22","290000",""
"12105","2011-12-22","140000",""
"12106","2011-12-22","167000","Dublin 7"
"12107","2011-12-22","183000",""
"12108","2011-12-22","395000",""
"12109","2011-12-22","140000","Dublin 3"
"12110","2011-12-22","265000",""
"12111","2011-12-22","135000",""
"12112","2011-12-22","105000",""
"12113","2011-12-22","215000","Dublin 14"
"12114","2011-12-22","187000",""
"12115","2011-12-22","113000",""
"12116","2011-12-22","129950",""
"12117","2011-12-22","80000",""
"12118","2011-12-22","180000",""
"12119","2011-12-22","193832",""
"12120","2011-12-22","650000","Dublin 4"
"12121","2011-12-22","300000",""
"12122","2011-12-22","195000","Dublin 14"
"12123","2011-12-22","470000",""
"12124","2011-12-22","155000",""
"12125","2011-12-22","190000",""
"12126","2011-12-22","134000",""
"12127","2011-12-22","135000",""
"12128","2011-12-22","162772.5",""
"12129","2011-12-22","135000",""
"12130","2011-12-22","267000",""
"12131","2011-12-22","642000","Dublin 18"
"12132","2011-12-22","935000","Dublin 4"
"12133","2011-12-22","78000",""
"12134","2011-12-22","1400000",""
"12135","2011-12-22","210000",""
"12136","2011-12-22","375000",""
"12137","2011-12-23","115000","Dublin 18"
"12138","2011-12-23","320000",""
"12139","2011-12-23","190000",""
"12140","2011-12-23","365000",""
"12141","2011-12-23","90000","Dublin 8"
"12142","2011-12-23","152000","Dublin 9"
"12143","2011-12-23","327500","Dublin 3"
"12144","2011-12-23","271500",""
"12145","2011-12-23","367500",""
"12146","2011-12-23","210000",""
"12147","2011-12-23","133000",""
"12148","2011-12-23","255000",""
"12149","2011-12-23","811000","Dublin 4"
"12150","2011-12-23","171000",""
"12151","2011-12-23","345000",""
"12152","2011-12-23","418502.2","Dublin 6w"
"12153","2011-12-23","155000",""
"12154","2011-12-26","240000",""
"12155","2011-12-27","480000",""
"12156","2011-12-28","125000",""
"12157","2011-12-29","175000",""
"12158","2011-12-29","225000",""
"12159","2011-12-29","265000","Dublin 9"
"12160","2011-12-29","127753.3","Dublin 8"
"12161","2011-12-30","390000","Dublin 4"
"12162","2011-12-30","175000",""
"12163","2011-12-30","165000",""
"12164","2011-12-30","173000",""
"12165","2011-12-31","80000",""
"12166","2011-12-31","80000",""
"12167","Date of Sale (dd/mm/yyyy)","Price (€)","Postal Code"
"12168","2012-01-03","90000","Dublin 5"
"12169","2012-01-03","360000",""
"12170","2012-01-03","255000",""
"12171","2012-01-03","255000",""
"12172","2012-01-03","160000","Dublin 2"
"12173","2012-01-04","230000","Dublin 7"
"12174","2012-01-04","401000",""
"12175","2012-01-04","263436",""
"12176","2012-01-04","505000",""
"12177","2012-01-04","124950","Dublin 11"
"12178","2012-01-05","185000","Dublin 7"
"12179","2012-01-05","390000",""
"12180","2012-01-05","172500",""
"12181","2012-01-05","241409.69",""
"12182","2012-01-05","90000",""
"12183","2012-01-05","170655","Dublin 13"
"12184","2012-01-05","187000",""
"12185","2012-01-05","205000",""
"12186","2012-01-05","330000",""
"12187","2012-01-05","150000",""
"12188","2012-01-05","160000",""
"12189","2012-01-05","85000","Dublin 11"
"12190","2012-01-05","312775.33","Dublin 15"
"12191","2012-01-06","415000","Dublin 8"
"12192","2012-01-06","345000",""
"12193","2012-01-06","835000","Dublin 18"
"12194","2012-01-06","255000",""
"12195","2012-01-06","680000",""
"12196","2012-01-06","205000","Dublin 2"
"12197","2012-01-06","195000","Dublin 16"
"12198","2012-01-06","175000",""
"12199","2012-01-06","247000",""
"12200","2012-01-06","142000",""
"12201","2012-01-06","90000",""
"12202","2012-01-06","38751","Dublin 7"
"12203","2012-01-06","182500",""
"12204","2012-01-06","185000","Dublin 8"
"12205","2012-01-06","180000",""
"12206","2012-01-06","475000","Dublin 18"
"12207","2012-01-09","212000",""
"12208","2012-01-09","215000",""
"12209","2012-01-09","330000",""
"12210","2012-01-09","118000",""
"12211","2012-01-09","75000",""
"12212","2012-01-09","212500",""
"12213","2012-01-09","360000",""
"12214","2012-01-09","997000","Dublin 6"
"12215","2012-01-09","264500",""
"12216","2012-01-09","180000",""
"12217","2012-01-09","80000","Dublin 8"
"12218","2012-01-09","107500",""
"12219","2012-01-10","180000",""
"12220","2012-01-10","205000",""
"12221","2012-01-10","410000",""
"12222","2012-01-10","190000",""
"12223","2012-01-10","200000","Dublin 3"
"12224","2012-01-10","200000",""
"12225","2012-01-10","245000",""
"12226","2012-01-10","170000","Dublin 12"
"12227","2012-01-10","137000",""
"12228","2012-01-10","140000",""
"12229","2012-01-10","285000","Dublin 16"
"12230","2012-01-10","206000",""
"12231","2012-01-10","353500",""
"12232","2012-01-10","342000",""
"12233","2012-01-10","600000","Dublin 3"
"12234","2012-01-10","250000",""
"12235","2012-01-10","155000","Dublin 12"
"12236","2012-01-10","177500","Dublin 11"
"12237","2012-01-10","495000",""
"12238","2012-01-11","1700000","Dublin 4"
"12239","2012-01-11","275000",""
"12240","2012-01-11","170000",""
"12241","2012-01-11","120000",""
"12242","2012-01-11","985000","Dublin 4"
"12243","2012-01-11","240000",""
"12244","2012-01-11","185000",""
"12245","2012-01-11","273237",""
"12246","2012-01-11","80000",""
"12247","2012-01-11","128000",""
"12248","2012-01-11","220000",""
"12249","2012-01-12","140000",""
"12250","2012-01-12","76500",""
"12251","2012-01-12","485000","Dublin 4"
"12252","2012-01-12","316500","Dublin 14"
"12253","2012-01-12","402000",""
"12254","2012-01-12","205000",""
"12255","2012-01-12","715000",""
"12256","2012-01-12","365000","Dublin 5"
"12257","2012-01-12","1425000",""
"12258","2012-01-12","410000","Dublin 13"
"12259","2012-01-12","345000",""
"12260","2012-01-12","152000","Dublin 5"
"12261","2012-01-12","46250","Dublin 7"
"12262","2012-01-12","480000",""
"12263","2012-01-12","427313","Dublin 4"
"12264","2012-01-12","129000",""
"12265","2012-01-12","302000",""
"12266","2012-01-12","270000",""
"12267","2012-01-12","700000",""
"12268","2012-01-12","200000",""
"12269","2012-01-12","320000",""
"12270","2012-01-12","115045","Baile ?tha Cliath 17"
"12271","2012-01-12","200000","Dublin 2"
"12272","2012-01-12","106500",""
"12273","2012-01-12","280000","Dublin 1"
"12274","2012-01-13","200000",""
"12275","2012-01-13","152000",""
"12276","2012-01-13","245000","Dublin 7"
"12277","2012-01-13","330000",""
"12278","2012-01-13","399000",""
"12279","2012-01-13","240000","Dublin 9"
"12280","2012-01-13","287500","Dublin 14"
"12281","2012-01-13","70000",""
"12282","2012-01-13","220000",""
"12283","2012-01-13","247500",""
"12284","2012-01-13","3125000","Dublin 4"
"12285","2012-01-13","960000",""
"12286","2012-01-13","130000",""
"12287","2012-01-13","435000","Dublin 14"
"12288","2012-01-13","280000",""
"12289","2012-01-13","290000",""
"12290","2012-01-13","195000","Dublin 3"
"12291","2012-01-13","505000",""
"12292","2012-01-13","158600","Dublin 4"
"12293","2012-01-13","295000",""
"12294","2012-01-13","370000",""
"12295","2012-01-15","133000",""
"12296","2012-01-16","180000",""
"12297","2012-01-16","475000","Dublin 16"
"12298","2012-01-16","308000","Dublin 9"
"12299","2012-01-16","182500",""
"12300","2012-01-16","230000",""
"12301","2012-01-16","310000",""
"12302","2012-01-16","195000","Dublin 9"
"12303","2012-01-16","755000",""
"12304","2012-01-16","255000",""
"12305","2012-01-16","240000",""
"12306","2012-01-16","410000",""
"12307","2012-01-16","200000",""
"12308","2012-01-16","145000",""
"12309","2012-01-16","360000",""
"12310","2012-01-16","85000",""
"12311","2012-01-16","295000",""
"12312","2012-01-16","375000","Dublin 16"
"12313","2012-01-16","270000","Dublin 6"
"12314","2012-01-16","90000","Dublin 10"
"12315","2012-01-17","425000",""
"12316","2012-01-17","307000","Dublin 9"
"12317","2012-01-17","435000",""
"12318","2012-01-17","241000",""
"12319","2012-01-17","70000",""
"12320","2012-01-17","255000",""
"12321","2012-01-17","255000",""
"12322","2012-01-17","92500",""
"12323","2012-01-17","280000","Dublin 11"
"12324","2012-01-17","185000",""
"12325","2012-01-17","202000",""
"12326","2012-01-17","5200000","Dublin 4"
"12327","2012-01-17","205000",""
"12328","2012-01-17","92000","Dublin 22"
"12329","2012-01-17","110000",""
"12330","2012-01-18","335000",""
"12331","2012-01-18","345000",""
"12332","2012-01-18","175000","Dublin 4"
"12333","2012-01-18","85000","Dublin 12"
"12334","2012-01-18","260000",""
"12335","2012-01-18","485000",""
"12336","2012-01-18","145500",""
"12337","2012-01-18","380000",""
"12338","2012-01-18","252000","Dublin 8"
"12339","2012-01-18","125000","Dublin 10"
"12340","2012-01-18","155000",""
"12341","2012-01-18","235000",""
"12342","2012-01-18","290000",""
"12343","2012-01-18","155000","Dublin 12"
"12344","2012-01-18","145000",""
"12345","2012-01-18","125000",""
"12346","2012-01-18","1175000",""
"12347","2012-01-19","135000",""
"12348","2012-01-19","125500",""
"12349","2012-01-19","800000",""
"12350","2012-01-19","115000",""
"12351","2012-01-19","260349",""
"12352","2012-01-19","288000",""
"12353","2012-01-19","325000",""
"12354","2012-01-19","165000",""
"12355","2012-01-19","269000","Dublin 15"
"12356","2012-01-19","670000",""
"12357","2012-01-19","246700",""
"12358","2012-01-19","525000",""
"12359","2012-01-19","316719.69",""
"12360","2012-01-20","165000",""
"12361","2012-01-20","305000",""
"12362","2012-01-20","110000","Dublin 12"
"12363","2012-01-20","210000",""
"12364","2012-01-20","310000",""
"12365","2012-01-20","210000",""
"12366","2012-01-20","600000","Dublin 13"
"12367","2012-01-20","199000",""
"12368","2012-01-20","250000",""
"12369","2012-01-20","855000",""
"12370","2012-01-20","210000",""
"12371","2012-01-20","435000","Dublin 14"
"12372","2012-01-20","185000",""
"12373","2012-01-20","2600000","Dublin 4"
"12374","2012-01-20","84000",""
"12375","2012-01-20","269000",""
"12376","2012-01-20","800000",""
"12377","2012-01-20","75000","Dublin 1"
"12378","2012-01-20","156000",""
"12379","2012-01-20","195000",""
"12380","2012-01-20","118000",""
"12381","2012-01-20","250000","Dublin 6w"
"12382","2012-01-20","136000",""
"12383","2012-01-20","134000",""
"12384","2012-01-20","260000",""
"12385","2012-01-20","164757.7",""
"12386","2012-01-20","220000",""
"12387","2012-01-20","112000",""
"12388","2012-01-20","325000","Dublin 14"
"12389","2012-01-20","275000",""
"12390","2012-01-20","130000",""
"12391","2012-01-20","240000","Dublin 16"
"12392","2012-01-20","55000",""
"12393","2012-01-21","162500","Dublin 1"
"12394","2012-01-23","154185.02","Dublin 18"
"12395","2012-01-23","330000",""
"12396","2012-01-23","165500",""
"12397","2012-01-23","243000","Dublin 4"
"12398","2012-01-23","200000","Dublin 5"
"12399","2012-01-23","154185.02","Dublin 18"
"12400","2012-01-23","370000",""
"12401","2012-01-23","570000",""
"12402","2012-01-23","385000",""
"12403","2012-01-23","125000",""
"12404","2012-01-23","95000","Dublin 12"
"12405","2012-01-23","667000","Dublin 6w"
"12406","2012-01-23","110000","Dublin 8"
"12407","2012-01-23","53000",""
"12408","2012-01-23","118000",""
"12409","2012-01-23","2800000",""
"12410","2012-01-23","8000000",""
"12411","2012-01-24","260000",""
"12412","2012-01-24","297500",""
"12413","2012-01-24","86000",""
"12414","2012-01-24","100440.52","Dublin 18"
"12415","2012-01-24","154950",""
"12416","2012-01-24","270000",""
"12417","2012-01-24","91000",""
"12418","2012-01-24","132158.59","Dublin 15"
"12419","2012-01-24","400000",""
"12420","2012-01-24","215000",""
"12421","2012-01-24","85000",""
"12422","2012-01-24","130000",""
"12423","2012-01-24","195000",""
"12424","2012-01-24","132158.59","Dublin 15"
"12425","2012-01-24","130000","Dublin 8"
"12426","2012-01-24","132158.59",""
"12427","2012-01-24","72000",""
"12428","2012-01-24","137000",""
"12429","2012-01-24","85000",""
"12430","2012-01-24","346000","Dublin 2"
"12431","2012-01-24","560000",""
"12432","2012-01-24","115000","Dublin 7"
"12433","2012-01-24","430000","Dublin 14"
"12434","2012-01-24","405000",""
"12435","2012-01-25","380000",""
"12436","2012-01-25","250850",""
"12437","2012-01-25","695000",""
"12438","2012-01-25","152000",""
"12439","2012-01-25","835500",""
"12440","2012-01-25","340000",""
"12441","2012-01-25","300000",""
"12442","2012-01-25","90000","Dublin 7"
"12443","2012-01-25","136000","Dublin 15"
"12444","2012-01-25","358000",""
"12445","2012-01-25","50000",""
"12446","2012-01-25","770000",""
"12447","2012-01-25","150000",""
"12448","2012-01-25","305000","Dublin 5"
"12449","2012-01-25","399000",""
"12450","2012-01-25","110000",""
"12451","2012-01-25","157500",""
"12452","2012-01-25","315000",""
"12453","2012-01-25","150000",""
"12454","2012-01-25","210000",""
"12455","2012-01-25","119950","Dublin 1"
"12456","2012-01-25","242500",""
"12457","2012-01-25","100000",""
"12458","2012-01-26","700000",""
"12459","2012-01-26","385000",""
"12460","2012-01-26","165000","Dublin 15"
"12461","2012-01-26","353000",""
"12462","2012-01-26","190000",""
"12463","2012-01-26","142000",""
"12464","2012-01-26","250000","Dublin 14"
"12465","2012-01-26","460000",""
"12466","2012-01-26","432500","Dublin 9"
"12467","2012-01-26","305000",""
"12468","2012-01-26","325000",""
"12469","2012-01-26","160000",""
"12470","2012-01-26","210000",""
"12471","2012-01-26","115000",""
"12472","2012-01-26","730000","Dublin 6"
"12473","2012-01-26","470000",""
"12474","2012-01-26","185000","Dublin 2"
"12475","2012-01-27","70000","Dublin 11"
"12476","2012-01-27","250000",""
"12477","2012-01-27","205000",""
"12478","2012-01-27","158000",""
"12479","2012-01-27","362000",""
"12480","2012-01-27","275000",""
"12481","2012-01-27","630000","Dublin 3"
"12482","2012-01-27","245000",""
"12483","2012-01-27","55000",""
"12484","2012-01-27","240000",""
"12485","2012-01-27","572687.22","Dublin 18"
"12486","2012-01-27","195000","Dublin 24"
"12487","2012-01-27","260000",""
"12488","2012-01-27","195000",""
"12489","2012-01-27","120000",""
"12490","2012-01-27","400000",""
"12491","2012-01-27","190000",""
"12492","2012-01-27","150000","Dublin 12"
"12493","2012-01-27","418000","Dublin 6w"
"12494","2012-01-27","250000","Dublin 20"
"12495","2012-01-27","174000",""
"12496","2012-01-27","185000",""
"12497","2012-01-27","175000",""
"12498","2012-01-27","160000",""
"12499","2012-01-27","395286",""
"12500","2012-01-27","175000",""
"12501","2012-01-27","730000",""
"12502","2012-01-27","50000","Dublin 12"
"12503","2012-01-27","520000",""
"12504","2012-01-27","110000",""
"12505","2012-01-27","405000","Dublin 16"
"12506","2012-01-27","470000",""
"12507","2012-01-27","141000",""
"12508","2012-01-27","345000","Dublin 5"
"12509","2012-01-27","105000",""
"12510","2012-01-27","116299.55",""
"12511","2012-01-27","255000",""
"12512","2012-01-27","568000",""
"12513","2012-01-28","207500",""
"12514","2012-01-30","310000",""
"12515","2012-01-30","126000",""
"12516","2012-01-30","99950","Dublin 8"
"12517","2012-01-30","405000",""
"12518","2012-01-30","252000","Dublin 6"
"12519","2012-01-30","470000",""
"12520","2012-01-30","385715","Dublin 14"
"12521","2012-01-30","350000",""
"12522","2012-01-30","309000",""
"12523","2012-01-30","2650000","Dublin 4"
"12524","2012-01-30","270000",""
"12525","2012-01-30","285000",""
"12526","2012-01-30","710000",""
"12527","2012-01-30","2100000","Dublin 6"
"12528","2012-01-30","285000","Dublin 4"
"12529","2012-01-30","290000",""
"12530","2012-01-30","160000",""
"12531","2012-01-30","345000",""
"12532","2012-01-31","265000",""
"12533","2012-01-31","200000",""
"12534","2012-01-31","117500",""
"12535","2012-01-31","590000",""
"12536","2012-01-31","226000","Dublin 3"
"12537","2012-01-31","170000",""
"12538","2012-01-31","80000",""
"12539","2012-01-31","210000",""
"12540","2012-01-31","293000",""
"12541","2012-01-31","295000",""
"12542","2012-01-31","142500",""
"12543","2012-01-31","165000",""
"12544","2012-01-31","95000",""
"12545","2012-01-31","75000","Dublin 11"
"12546","2012-01-31","224950",""
"12547","2012-01-31","278000",""
"12548","2012-01-31","975000",""
"12549","2012-01-31","56000","Dublin 11"
"12550","2012-01-31","127000",""
"12551","2012-01-31","184500",""
"12552","2012-01-31","189500",""
"12553","2012-01-31","162995",""
"12554","2012-02-01","230000","Dublin 18"
"12555","2012-02-01","71250",""
"12556","2012-02-01","335000",""
"12557","2012-02-01","325000",""
"12558","2012-02-01","245000",""
"12559","2012-02-01","271500","Dublin 6"
"12560","2012-02-01","205000",""
"12561","2012-02-01","592500","Dublin 18"
"12562","2012-02-01","125000",""
"12563","2012-02-01","440000",""
"12564","2012-02-01","1900000",""
"12565","2012-02-01","215000",""
"12566","2012-02-01","2130396","Dublin 4"
"12567","2012-02-01","410000",""
"12568","2012-02-01","471000",""
"12569","2012-02-01","179000",""
"12570","2012-02-01","185500",""
"12571","2012-02-01","124000","Dublin 1"
"12572","2012-02-01","124000","Dublin 1"
"12573","2012-02-02","620000","Dublin 4"
"12574","2012-02-02","528635",""
"12575","2012-02-02","190000","Dublin 7"
"12576","2012-02-02","1186000",""
"12577","2012-02-02","110000",""
"12578","2012-02-02","350000",""
"12579","2012-02-02","350000",""
"12580","2012-02-02","84000",""
"12581","2012-02-02","110000","Dublin 3"
"12582","2012-02-02","155000",""
"12583","2012-02-02","135000",""
"12584","2012-02-02","270000",""
"12585","2012-02-02","130000",""
"12586","2012-02-02","82000",""
"12587","2012-02-02","530000",""
"12588","2012-02-02","149950",""
"12589","2012-02-02","120000",""
"12590","2012-02-02","600000","Dublin 8"
"12591","2012-02-02","112000",""
"12592","2012-02-02","111000",""
"12593","2012-02-02","170000","Dublin 6"
"12594","2012-02-02","1400000",""
"12595","2012-02-03","75000",""
"12596","2012-02-03","217000","Dublin 14"
"12597","2012-02-03","465000",""
"12598","2012-02-03","578000",""
"12599","2012-02-03","280000",""
"12600","2012-02-03","340000",""
"12601","2012-02-03","330000",""
"12602","2012-02-03","75000","Dublin 15"
"12603","2012-02-03","255000",""
"12604","2012-02-03","395000",""
"12605","2012-02-03","182000",""
"12606","2012-02-03","285500","Dublin 9"
"12607","2012-02-03","570000",""
"12608","2012-02-03","80000",""
"12609","2012-02-03","260000",""
"12610","2012-02-03","395000","Dublin 16"
"12611","2012-02-03","510000",""
"12612","2012-02-03","220000","Dublin 15"
"12613","2012-02-03","190000","Dublin 12"
"12614","2012-02-03","480000",""
"12615","2012-02-03","130000",""
"12616","2012-02-03","120000",""
"12617","2012-02-03","360000",""
"12618","2012-02-03","165000",""
"12619","2012-02-03","925000",""
"12620","2012-02-03","120000","Dublin 8"
"12621","2012-02-03","150000",""
"12622","2012-02-03","2500000",""
"12623","2012-02-03","120000",""
"12624","2012-02-06","697338","Dublin 6"
"12625","2012-02-06","190000",""
"12626","2012-02-06","330000","Dublin 6"
"12627","2012-02-06","216000",""
"12628","2012-02-06","470000",""
"12629","2012-02-06","330000",""
"12630","2012-02-06","28000","Dublin 13"
"12631","2012-02-06","230000","Dublin 13"
"12632","2012-02-06","385000",""
"12633","2012-02-06","281709",""
"12634","2012-02-06","317000",""
"12635","2012-02-06","700000",""
"12636","2012-02-06","252000",""
"12637","2012-02-06","67000","Dublin 1"
"12638","2012-02-06","225000",""
"12639","2012-02-06","335000","Dublin 4"
"12640","2012-02-06","160000",""
"12641","2012-02-07","555000",""
"12642","2012-02-07","340000",""
"12643","2012-02-07","100000",""
"12644","2012-02-07","105000",""
"12645","2012-02-07","232500",""
"12646","2012-02-07","250000",""
"12647","2012-02-07","262000",""
"12648","2012-02-07","320000",""
"12649","2012-02-07","35000",""
"12650","2012-02-07","475000",""
"12651","2012-02-07","569000",""
"12652","2012-02-07","148000",""
"12653","2012-02-07","155000",""
"12654","2012-02-07","83700.44","Dublin 8"
"12655","2012-02-07","270000",""
"12656","2012-02-08","131000","Dublin 11"
"12657","2012-02-08","273000",""
"12658","2012-02-08","96250",""
"12659","2012-02-08","206000",""
"12660","2012-02-08","96000",""
"12661","2012-02-08","135000",""
"12662","2012-02-08","170000","Dublin 4"
"12663","2012-02-08","210000",""
"12664","2012-02-08","202000",""
"12665","2012-02-08","132000",""
"12666","2012-02-08","334500",""
"12667","2012-02-08","98678",""
"12668","2012-02-08","220000",""
"12669","2012-02-08","487500",""
"12670","2012-02-09","134000",""
"12671","2012-02-09","205000",""
"12672","2012-02-09","157000",""
"12673","2012-02-09","77500",""
"12674","2012-02-09","245000","Dublin 4"
"12675","2012-02-09","356000",""
"12676","2012-02-09","92511",""
"12677","2012-02-09","168548.35",""
"12678","2012-02-09","380000","Dublin 6"
"12679","2012-02-09","325000",""
"12680","2012-02-09","150000","Dublin 7"
"12681","2012-02-09","415000","Dublin 18"
"12682","2012-02-09","340000",""
"12683","2012-02-09","240000","Dublin 5"
"12684","2012-02-09","185250",""
"12685","2012-02-09","209000",""
"12686","2012-02-09","97000",""
"12687","2012-02-09","310000","Dublin 2"
"12688","2012-02-10","130000",""
"12689","2012-02-10","95000",""
"12690","2012-02-10","805000","Dublin 6w"
"12691","2012-02-10","205000",""
"12692","2012-02-10","140000","Dublin 13"
"12693","2012-02-10","82000","Dublin 8"
"12694","2012-02-10","220000","Dublin 24"
"12695","2012-02-10","526500",""
"12696","2012-02-10","205000","Dublin 11"
"12697","2012-02-10","73000","Dublin 8"
"12698","2012-02-10","185500",""
"12699","2012-02-10","301000",""
"12700","2012-02-10","440000",""
"12701","2012-02-10","183000",""
"12702","2012-02-10","97000","Dublin 12"
"12703","2012-02-10","215000",""
"12704","2012-02-10","195000",""
"12705","2012-02-10","135000",""
"12706","2012-02-10","205000","Dublin 8"
"12707","2012-02-10","155000",""
"12708","2012-02-10","250000",""
"12709","2012-02-10","253500",""
"12710","2012-02-10","133000",""
"12711","2012-02-10","160000","Dublin 1"
"12712","2012-02-10","160000",""
"12713","2012-02-10","550000",""
"12714","2012-02-12","100000",""
"12715","2012-02-13","275000",""
"12716","2012-02-13","875000","Dublin 4"
"12717","2012-02-13","219000",""
"12718","2012-02-13","365000","Dublin 4"
"12719","2012-02-13","200000",""
"12720","2012-02-13","92511.01","Dublin 18"
"12721","2012-02-13","190000",""
