"","Year","Rent","PropertyType","Location.x","NumberofBedrooms","Location.y","CPI","Price.Rent.Ratio","VacancyRate","HousingStock"
"2087",2012,1307.4,"Semi detached house","Malahide, Dublin","All bedrooms","Malahide, Dublin",46.72,88.7,"0",2003000
"2088",2012,1307.5,"Terrace house","Stepaside, Dublin 18","All bedrooms","Stepaside, Dublin 18",46.72,88.7,"0",2003000
"2089",2012,1307.79,"Terrace house","Irishtown, Dublin 4","All bedrooms","Irishtown, Dublin 4",46.72,88.7,"0",2003000
"2090",2012,1308.26,"Terrace house","Stillorgan, Dublin","All bedrooms","Stillorgan, Dublin",46.72,88.7,"0",2003000
"2091",2012,1311.59,"Semi detached house","Monkstown, Dublin","All bedrooms","Monkstown, Dublin",46.72,88.7,"0",2003000
"2092",2012,1312.78,"Apartment","Charlemont Street, Dublin 2","1 to 3 bed","Charlemont Street, Dublin 2",46.72,88.7,"0",2003000
"2093",2012,1312.78,"Apartment","Charlemont Street, Dublin 2","All bedrooms","Charlemont Street, Dublin 2",46.72,88.7,"0",2003000
"2094",2012,1316.29,"Semi detached house","Sandyford, Dublin 18","All bedrooms","Sandyford, Dublin 18",46.72,88.7,"0",2003000
"2095",2012,1317.03,"Semi detached house","Cabinteely, Dublin 18","All bedrooms","Cabinteely, Dublin 18",46.72,88.7,"0",2003000
"2096",2012,1318.06,"Semi detached house","Glasnevin, Dublin 9","All bedrooms","Glasnevin, Dublin 9",46.72,88.7,"0",2003000
"2097",2012,1324.34,"Semi detached house","Templeogue, Dublin 6W","All bedrooms","Templeogue, Dublin 6W",46.72,88.7,"0",2003000
"2098",2012,1324.56,"Semi detached house","Leopardstown, Dublin 18","All bedrooms","Leopardstown, Dublin 18",46.72,88.7,"0",2003000
"2099",2012,1324.62,"Detached house","Lucan, Dublin","All bedrooms","Lucan, Dublin",46.72,88.7,"0",2003000
"2100",2012,1325.73,"Terrace house","Milltown, Dublin 6","All bedrooms","Milltown, Dublin 6",46.72,88.7,"0",2003000
"2101",2012,1346.03,"Apartment","Ballsbridge, Dublin 4","All bedrooms","Ballsbridge, Dublin 4",46.72,88.7,"0",2003000
"2102",2012,1347.22,"Semi detached house","Dalkey, Dublin","All bedrooms","Dalkey, Dublin",46.72,88.7,"0",2003000
"2103",2012,1348.78,"Terrace house","Booterstown, Dublin","All bedrooms","Booterstown, Dublin",46.72,88.7,"0",2003000
"2104",2012,1353.68,"Detached house","Dublin 9","All bedrooms","Dublin 9",46.72,88.7,"0",2003000
"2105",2012,1360.68,"Semi detached house","Dublin 18","All bedrooms","Dublin 18",46.72,88.7,"0",2003000
"2106",2012,1369.38,"Semi detached house","Dundrum, Dublin 14","All bedrooms","Dundrum, Dublin 14",46.72,88.7,"0",2003000
"2107",2012,1369.53,"Terrace house","Foxrock, Dublin 18","All bedrooms","Foxrock, Dublin 18",46.72,88.7,"0",2003000
"2108",2012,1378.56,"Terrace house","Malahide, Dublin","All bedrooms","Malahide, Dublin",46.72,88.7,"0",2003000
"2109",2012,1379.03,"Semi detached house","Dublin 6W","All bedrooms","Dublin 6W",46.72,88.7,"0",2003000
"2110",2012,1379.11,"Semi detached house","Glenageary, Dublin","All bedrooms","Glenageary, Dublin",46.72,88.7,"0",2003000
"2111",2012,1383.33,"Semi detached house","Clontarf, Dublin 3","All bedrooms","Clontarf, Dublin 3",46.72,88.7,"0",2003000
"2112",2012,1386.36,"Semi detached house","Terenure, Dublin 6W","All bedrooms","Terenure, Dublin 6W",46.72,88.7,"0",2003000
"2113",2012,1399.71,"Apartment","Killiney, Dublin","All bedrooms","Killiney, Dublin",46.72,88.7,"0",2003000
"2114",2012,1399.71,"Apartment","Killiney, Dublin","1 to 3 bed","Killiney, Dublin",46.72,88.7,"0",2003000
"2115",2012,1405.75,"Terrace house","Clonskeagh, Dublin 14","All bedrooms","Clonskeagh, Dublin 14",46.72,88.7,"0",2003000
"2116",2012,1414.78,"Terrace house","Rathmines, Dublin 6","All bedrooms","Rathmines, Dublin 6",46.72,88.7,"0",2003000
"2117",2012,1415.37,"Apartment","Spencer Dock, Dublin 1","All bedrooms","Spencer Dock, Dublin 1",46.72,88.7,"0",2003000
"2118",2012,1419.84,"Terrace house","Dublin 6","All bedrooms","Dublin 6",46.72,88.7,"0",2003000
"2119",2012,1429.99,"Semi detached house","Stillorgan, Dublin","All bedrooms","Stillorgan, Dublin",46.72,88.7,"0",2003000
"2120",2012,1439.44,"Semi detached house","Dublin 14","All bedrooms","Dublin 14",46.72,88.7,"0",2003000
"2121",2012,1443.6,"Detached house","Dublin 16","All bedrooms","Dublin 16",46.72,88.7,"0",2003000
"2122",2012,1444.11,"Semi detached house","Blackrock, Dublin","All bedrooms","Blackrock, Dublin",46.72,88.7,"0",2003000
"2123",2012,1450.1,"Semi detached house","Harolds Cross, Dublin 6W","All bedrooms","Harolds Cross, Dublin 6W",46.72,88.7,"0",2003000
"2124",2012,1450.95,"Semi detached house","Rathmines, Dublin 6","All bedrooms","Rathmines, Dublin 6",46.72,88.7,"0",2003000
"2125",2012,1454.45,"Semi detached house","Churchtown, Dublin 14","All bedrooms","Churchtown, Dublin 14",46.72,88.7,"0",2003000
"2126",2012,1501.46,"Detached house","Dublin 13","All bedrooms","Dublin 13",46.72,88.7,"0",2003000
"2127",2012,1501.7,"Terrace house","Dublin 4","All bedrooms","Dublin 4",46.72,88.7,"0",2003000
"2128",2012,1503.66,"Terrace house","Donnybrook, Dublin 4","All bedrooms","Donnybrook, Dublin 4",46.72,88.7,"0",2003000
"2129",2012,1504.7,"Apartment","Grand Canal Dock, Dublin 2","1 to 3 bed","Grand Canal Dock, Dublin 2",46.72,88.7,"0",2003000
"2130",2012,1504.7,"Apartment","Grand Canal Dock, Dublin 2","All bedrooms","Grand Canal Dock, Dublin 2",46.72,88.7,"0",2003000
"2131",2012,1522.16,"Apartment","Hanover Quay, Dublin 2","All bedrooms","Hanover Quay, Dublin 2",46.72,88.7,"0",2003000
"2132",2012,1522.16,"Apartment","Hanover Quay, Dublin 2","1 to 3 bed","Hanover Quay, Dublin 2",46.72,88.7,"0",2003000
"2133",2012,1526.88,"Semi detached house","Dublin 6","All bedrooms","Dublin 6",46.72,88.7,"0",2003000
"2134",2012,1539.65,"Semi detached house","Foxrock, Dublin 18","All bedrooms","Foxrock, Dublin 18",46.72,88.7,"0",2003000
"2135",2012,1540.87,"Terrace house","Sandymount, Dublin 4","All bedrooms","Sandymount, Dublin 4",46.72,88.7,"0",2003000
"2136",2012,1566.5,"Semi detached house","Ranelagh, Dublin 6","All bedrooms","Ranelagh, Dublin 6",46.72,88.7,"0",2003000
"2137",2012,1570.68,"Terrace house","Ranelagh, Dublin 6","All bedrooms","Ranelagh, Dublin 6",46.72,88.7,"0",2003000
"2138",2012,1572.69,"Detached house","Dublin","All bedrooms","Dublin",46.72,88.7,"0",2003000
"2139",2012,1591.61,"Semi detached house","Clonskeagh, Dublin 14","All bedrooms","Clonskeagh, Dublin 14",46.72,88.7,"0",2003000
"2140",2012,1612.22,"Semi detached house","Goatstown, Dublin 14","All bedrooms","Goatstown, Dublin 14",46.72,88.7,"0",2003000
"2141",2012,1620.79,"Detached house","Stillorgan, Dublin","All bedrooms","Stillorgan, Dublin",46.72,88.7,"0",2003000
"2142",2012,1631.29,"Detached house","Blackrock, Dublin","All bedrooms","Blackrock, Dublin",46.72,88.7,"0",2003000
"2143",2012,1643.27,"Semi detached house","Rathgar, Dublin 6","All bedrooms","Rathgar, Dublin 6",46.72,88.7,"0",2003000
"2144",2012,1645.73,"Semi detached house","Booterstown, Dublin","All bedrooms","Booterstown, Dublin",46.72,88.7,"0",2003000
"2145",2012,1648.61,"Apartment","Foxrock, Dublin 18","All bedrooms","Foxrock, Dublin 18",46.72,88.7,"0",2003000
"2146",2012,1676.72,"Terrace house","Ballsbridge, Dublin 4","All bedrooms","Ballsbridge, Dublin 4",46.72,88.7,"0",2003000
"2147",2012,1686.75,"Terrace house","Dublin 2","All bedrooms","Dublin 2",46.72,88.7,"0",2003000
"2148",2012,1732.1,"Semi detached house","Sandymount, Dublin 4","All bedrooms","Sandymount, Dublin 4",46.72,88.7,"0",2003000
"2149",2012,1780.91,"Apartment","Grand Canal Square, Dublin 2","All bedrooms","Grand Canal Square, Dublin 2",46.72,88.7,"0",2003000
"2150",2012,1780.91,"Apartment","Grand Canal Square, Dublin 2","1 to 3 bed","Grand Canal Square, Dublin 2",46.72,88.7,"0",2003000
"2151",2012,1781.1,"Semi detached house","Dublin 4","All bedrooms","Dublin 4",46.72,88.7,"0",2003000
"2152",2012,1799.22,"Detached house","Dublin 14","All bedrooms","Dublin 14",46.72,88.7,"0",2003000
"2153",2012,1807.68,"Semi detached house","Ballsbridge, Dublin 4","All bedrooms","Ballsbridge, Dublin 4",46.72,88.7,"0",2003000
"2154",2012,1843.41,"Semi detached house","Donnybrook, Dublin 4","All bedrooms","Donnybrook, Dublin 4",46.72,88.7,"0",2003000
"2155",2012,1902.63,"Detached house","Dublin 6","All bedrooms","Dublin 6",46.72,88.7,"0",2003000
"2156",2012,2045.14,"Detached house","Ballsbridge, Dublin 4","All bedrooms","Ballsbridge, Dublin 4",46.72,88.7,"0",2003000
"2157",2012,2065.31,"Detached house","Dublin 18","All bedrooms","Dublin 18",46.72,88.7,"0",2003000
"2158",2012,2130.43,"Detached house","Foxrock, Dublin 18","All bedrooms","Foxrock, Dublin 18",46.72,88.7,"0",2003000
"2159",2012,2227.2,"Detached house","Dublin 4","All bedrooms","Dublin 4",46.72,88.7,"0",2003000
"2160",2012,521.67,"Other flats","Phibsboro, Dublin 7","All bedrooms","Phibsboro, Dublin 7",46.72,88.7,"0",2003000
"2161",2012,523.31,"Other flats","Drumcondra, Dublin 9","All bedrooms","Drumcondra, Dublin 9",46.72,88.7,"0",2003000
"2162",2012,524.84,"Other flats","Clonliffe, Dublin 3","1 to 3 bed","Clonliffe, Dublin 3",46.72,88.7,"0",2003000
"2163",2012,524.84,"Other flats","Clonliffe, Dublin 3","All bedrooms","Clonliffe, Dublin 3",46.72,88.7,"0",2003000
"2164",2012,524.84,"Other flats","Clonliffe, Dublin 3","1 to 2 bed","Clonliffe, Dublin 3",46.72,88.7,"0",2003000
"2165",2012,527.61,"Other flats","Cabra, Dublin 7","All bedrooms","Cabra, Dublin 7",46.72,88.7,"0",2003000
"2166",2012,530.06,"Other flats","Dublin 9","All bedrooms","Dublin 9",46.72,88.7,"0",2003000
"2167",2012,540.7,"Other flats","Dublin 7","All bedrooms","Dublin 7",46.72,88.7,"0",2003000
"2168",2012,547.74,"Other flats","Glasnevin, Dublin 9","All bedrooms","Glasnevin, Dublin 9",46.72,88.7,"0",2003000
"2169",2012,567.5,"Other flats","Kimmage, Dublin 12","All bedrooms","Kimmage, Dublin 12",46.72,88.7,"0",2003000
"2170",2012,567.5,"Other flats","Kimmage, Dublin 12","1 to 3 bed","Kimmage, Dublin 12",46.72,88.7,"0",2003000
"2171",2012,573.34,"Other flats","South Circular Road, Dublin 8","1 to 3 bed","South Circular Road, Dublin 8",46.72,88.7,"0",2003000
"2172",2012,573.34,"Other flats","South Circular Road, Dublin 8","All bedrooms","South Circular Road, Dublin 8",46.72,88.7,"0",2003000
"2173",2012,577.92,"Other flats","Fairview, Dublin 3","All bedrooms","Fairview, Dublin 3",46.72,88.7,"0",2003000
"2174",2012,577.95,"Other flats","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",46.72,88.7,"0",2003000
"2175",2012,578.29,"Other flats","Dublin 3","All bedrooms","Dublin 3",46.72,88.7,"0",2003000
"2176",2012,587.57,"Other flats","Dublin 8","All bedrooms","Dublin 8",46.72,88.7,"0",2003000
"2177",2012,589.79,"Other flats","Clontarf, Dublin 3","1 to 3 bed","Clontarf, Dublin 3",46.72,88.7,"0",2003000
"2178",2012,589.79,"Other flats","Clontarf, Dublin 3","All bedrooms","Clontarf, Dublin 3",46.72,88.7,"0",2003000
"2179",2012,590.66,"Other flats","Dublin 12","All bedrooms","Dublin 12",46.72,88.7,"0",2003000
"2180",2012,593.52,"Other flats","Kilmainham , Dublin 8","All bedrooms","Kilmainham , Dublin 8",46.72,88.7,"0",2003000
"2181",2012,593.52,"Other flats","Kilmainham , Dublin 8","1 to 2 bed","Kilmainham , Dublin 8",46.72,88.7,"0",2003000
"2182",2012,593.52,"Other flats","Kilmainham , Dublin 8","1 to 3 bed","Kilmainham , Dublin 8",46.72,88.7,"0",2003000
"2183",2012,607.26,"Apartment","South Circular Road, Dublin 8","All bedrooms","South Circular Road, Dublin 8",46.72,88.7,"0",2003000
"2184",2012,610.88,"Other flats","Dublin 1","All bedrooms","Dublin 1",46.72,88.7,"0",2003000
"2185",2012,611.65,"Other flats","Portobello, Dublin 8","All bedrooms","Portobello, Dublin 8",46.72,88.7,"0",2003000
"2186",2012,611.65,"Other flats","Portobello, Dublin 8","1 to 3 bed","Portobello, Dublin 8",46.72,88.7,"0",2003000
"2187",2012,611.76,"Other flats","Harolds Cross, Dublin 6W","All bedrooms","Harolds Cross, Dublin 6W",46.72,88.7,"0",2003000
"2188",2012,619.62,"Other flats","Finglas, Dublin 11","All bedrooms","Finglas, Dublin 11",46.72,88.7,"0",2003000
"2189",2012,619.62,"Other flats","Finglas, Dublin 11","1 to 2 bed","Finglas, Dublin 11",46.72,88.7,"0",2003000
"2190",2012,619.62,"Other flats","Finglas, Dublin 11","1 to 3 bed","Finglas, Dublin 11",46.72,88.7,"0",2003000
"2191",2012,625.86,"Other flats","Terenure, Dublin 6W","All bedrooms","Terenure, Dublin 6W",46.72,88.7,"0",2003000
"2192",2012,630.92,"Other flats","Dublin 6W","All bedrooms","Dublin 6W",46.72,88.7,"0",2003000
"2193",2012,638.53,"Other flats","Rathgar, Dublin 6","All bedrooms","Rathgar, Dublin 6",46.72,88.7,"0",2003000
"2194",2012,646.56,"Other flats","Rathmines, Dublin 6","All bedrooms","Rathmines, Dublin 6",46.72,88.7,"0",2003000
"2195",2012,646.85,"Other flats","Dublin 11","1 to 2 bed","Dublin 11",46.72,88.7,"0",2003000
"2196",2012,646.85,"Other flats","Dublin 11","1 to 3 bed","Dublin 11",46.72,88.7,"0",2003000
"2197",2012,646.85,"Other flats","Dublin 11","All bedrooms","Dublin 11",46.72,88.7,"0",2003000
"2198",2012,647.62,"Other flats","Dublin 6","All bedrooms","Dublin 6",46.72,88.7,"0",2003000
"2199",2012,654.58,"Other flats","Ranelagh, Dublin 6","All bedrooms","Ranelagh, Dublin 6",46.72,88.7,"0",2003000
"2200",2012,672.34,"Other flats","Dublin","All bedrooms","Dublin",46.72,88.7,"0",2003000
"2201",2012,676.6,"Other flats","Dublin 5","All bedrooms","Dublin 5",46.72,88.7,"0",2003000
"2202",2012,677.73,"Other flats","Crumlin, Dublin 12","All bedrooms","Crumlin, Dublin 12",46.72,88.7,"0",2003000
"2203",2012,677.73,"Other flats","Crumlin, Dublin 12","1 to 3 bed","Crumlin, Dublin 12",46.72,88.7,"0",2003000
"2204",2012,692.56,"Other flats","Dun Laoghaire, Dublin","All bedrooms","Dun Laoghaire, Dublin",46.72,88.7,"0",2003000
"2205",2012,695.65,"Apartment","Balbriggan, Dublin","All bedrooms","Balbriggan, Dublin",46.72,88.7,"0",2003000
"2206",2012,702.5,"Apartment","Lusk, Dublin","All bedrooms","Lusk, Dublin",46.72,88.7,"0",2003000
"2207",2012,702.5,"Apartment","Lusk, Dublin","1 to 3 bed","Lusk, Dublin",46.72,88.7,"0",2003000
"2208",2012,702.5,"Apartment","Sallins, Kildare","Two bed","Lusk, Dublin",46.72,88.7,"0",2003000
"2209",2012,722.41,"Other flats","Ballsbridge, Dublin 4","1 to 3 bed","Ballsbridge, Dublin 4",46.72,88.7,"0",2003000
"2210",2012,722.41,"Other flats","Ballsbridge, Dublin 4","All bedrooms","Ballsbridge, Dublin 4",46.72,88.7,"0",2003000
"2211",2012,735.29,"Other flats","Dublin 4","All bedrooms","Dublin 4",46.72,88.7,"0",2003000
"2212",2012,741.29,"Apartment","Phibsboro, Dublin 7","All bedrooms","Phibsboro, Dublin 7",46.72,88.7,"0",2003000
"2213",2012,741.78,"Other flats","Donnybrook, Dublin 4","1 to 3 bed","Donnybrook, Dublin 4",46.72,88.7,"0",2003000
"2214",2012,741.78,"Other flats","Donnybrook, Dublin 4","All bedrooms","Donnybrook, Dublin 4",46.72,88.7,"0",2003000
"2215",2012,743.41,"Apartment","Ballymun, Dublin 9","All bedrooms","Ballymun, Dublin 9",46.72,88.7,"0",2003000
"2216",2012,743.41,"Apartment","Ballymun, Dublin 9","1 to 2 bed","Ballymun, Dublin 9",46.72,88.7,"0",2003000
"2217",2012,743.41,"Apartment","Ballymun, Dublin 9","1 to 3 bed","Ballymun, Dublin 9",46.72,88.7,"0",2003000
"2218",2012,747.31,"Other flats","Sandymount, Dublin 4","All bedrooms","Sandymount, Dublin 4",46.72,88.7,"0",2003000
"2219",2012,755.21,"Apartment","Donabate, Dublin","All bedrooms","Donabate, Dublin",46.72,88.7,"0",2003000
"2220",2012,757.07,"Apartment","Rush, Dublin","1 to 3 bed","Rush, Dublin",46.72,88.7,"0",2003000
"2221",2012,757.07,"Apartment","Rush, Dublin","All bedrooms","Rush, Dublin",46.72,88.7,"0",2003000
"2222",2012,775.95,"Apartment","Ballymun, Dublin 11","1 to 3 bed","Ballymun, Dublin 11",46.72,88.7,"0",2003000
"2223",2012,775.95,"Apartment","Ballymun, Dublin 11","All bedrooms","Ballymun, Dublin 11",46.72,88.7,"0",2003000
"2224",2012,778.45,"Other flats","Blackrock, Dublin","All bedrooms","Blackrock, Dublin",46.72,88.7,"0",2003000
"2225",2012,778.45,"Other flats","Blackrock, Dublin","1 to 3 bed","Blackrock, Dublin",46.72,88.7,"0",2003000
"2226",2012,783.6,"Other flats","Dublin 14","All bedrooms","Dublin 14",46.72,88.7,"0",2003000
"2227",2012,786.91,"Apartment","Mulhuddart, Dublin 15","1 to 3 bed","Mulhuddart, Dublin 15",46.72,88.7,"0",2003000
"2228",2012,786.91,"Apartment","Mulhuddart, Dublin 15","All bedrooms","Mulhuddart, Dublin 15",46.72,88.7,"0",2003000
"2229",2012,797.8,"Terrace house","Balbriggan, Dublin","All bedrooms","Balbriggan, Dublin",46.72,88.7,"0",2003000
"2230",2012,798.2,"Other flats","Monkstown, Dublin","1 to 3 bed","Monkstown, Dublin",46.72,88.7,"0",2003000
"2231",2012,798.2,"Other flats","Monkstown, Dublin","All bedrooms","Monkstown, Dublin",46.72,88.7,"0",2003000
"2232",2012,798.33,"Apartment","Rathcoole, Dublin","All bedrooms","Rathcoole, Dublin",46.72,88.7,"0",2003000
"2233",2012,807.98,"Other flats","Dublin 2","All bedrooms","Dublin 2",46.72,88.7,"0",2003000
"2234",2012,808.49,"Apartment","Clonee, Dublin 15","All bedrooms","Clonee, Dublin 15",46.72,88.7,"0",2003000
"2235",2012,819.13,"Apartment","Skerries, Dublin","All bedrooms","Skerries, Dublin",46.72,88.7,"0",2003000
"2236",2012,825.31,"Apartment","Kinsealy, Dublin","1 to 3 bed","Kinsealy, Dublin",46.72,88.7,"0",2003000
"2237",2012,825.31,"Apartment","Kinsealy, Dublin","All bedrooms","Kinsealy, Dublin",46.72,88.7,"0",2003000
"2238",2012,825.64,"Apartment","Ballyfermot, Dublin 10","1 to 3 bed","Ballyfermot, Dublin 10",46.72,88.7,"0",2003000
"2239",2012,825.64,"Apartment","Ballyfermot, Dublin 10","All bedrooms","Ballyfermot, Dublin 10",46.72,88.7,"0",2003000
"2240",2012,827.28,"Apartment","Harolds Cross, Dublin 6W","All bedrooms","Harolds Cross, Dublin 6W",46.72,88.7,"0",2003000
"2241",2012,828.65,"Apartment","Porterstown, Dublin 15","1 to 3 bed","Porterstown, Dublin 15",46.72,88.7,"0",2003000
"2242",2012,828.65,"Apartment","Porterstown, Dublin 15","All bedrooms","Porterstown, Dublin 15",46.72,88.7,"0",2003000
"2243",2012,830.11,"Apartment","Clondalkin, Dublin 22","All bedrooms","Clondalkin, Dublin 22",46.72,88.7,"0",2003000
"2244",2012,831.37,"Apartment","Cabra, Dublin 7","All bedrooms","Cabra, Dublin 7",46.72,88.7,"0",2003000
"2245",2012,831.37,"Apartment","Cabra, Dublin 7","1 to 3 bed","Cabra, Dublin 7",46.72,88.7,"0",2003000
"2246",2012,831.8,"Apartment","Crumlin, Dublin 12","All bedrooms","Crumlin, Dublin 12",46.72,88.7,"0",2003000
"2247",2012,831.8,"Apartment","Crumlin, Dublin 12","1 to 3 bed","Crumlin, Dublin 12",46.72,88.7,"0",2003000
"2248",2012,833.28,"Apartment","Cherry Orchard, Dublin 10","1 to 3 bed","Cherry Orchard, Dublin 10",46.72,88.7,"0",2003000
"2249",2012,833.28,"Apartment","Cherry Orchard, Dublin 10","All bedrooms","Cherry Orchard, Dublin 10",46.72,88.7,"0",2003000
"2250",2012,834.36,"Apartment","Stoneybatter, Dublin 7","All bedrooms","Stoneybatter, Dublin 7",46.72,88.7,"0",2003000
"2251",2012,834.79,"Apartment","Ongar, Dublin 15","1 to 3 bed","Ongar, Dublin 15",46.72,88.7,"0",2003000
"2252",2012,834.79,"Apartment","Ongar, Dublin 15","All bedrooms","Ongar, Dublin 15",46.72,88.7,"0",2003000
"2253",2012,836.7,"Apartment","Beaumont, Dublin 9","All bedrooms","Beaumont, Dublin 9",46.72,88.7,"0",2003000
"2254",2012,836.7,"Apartment","Beaumont, Dublin 9","1 to 3 bed","Beaumont, Dublin 9",46.72,88.7,"0",2003000
"2255",2012,837.81,"Terrace house","Rush, Dublin","All bedrooms","Rush, Dublin",46.72,88.7,"0",2003000
"2256",2012,840.76,"Apartment","Tyrrelstown, Dublin 15","All bedrooms","Tyrrelstown, Dublin 15",46.72,88.7,"0",2003000
"2257",2012,840.76,"Apartment","Tyrrelstown, Dublin 15","1 to 3 bed","Tyrrelstown, Dublin 15",46.72,88.7,"0",2003000
"2258",2012,840.88,"Apartment","Dublin 10","1 to 3 bed","Dublin 10",46.72,88.7,"0",2003000
"2259",2012,840.88,"Apartment","Dublin 10","All bedrooms","Dublin 10",46.72,88.7,"0",2003000
"2260",2012,842.69,"Semi detached house","Balbriggan, Dublin","All bedrooms","Balbriggan, Dublin",46.72,88.7,"0",2003000
"2261",2012,845.46,"Apartment","Citywest, Dublin 24","1 to 3 bed","Citywest, Dublin 24",46.72,88.7,"0",2003000
"2262",2012,845.46,"Apartment","Citywest, Dublin 24","All bedrooms","Citywest, Dublin 24",46.72,88.7,"0",2003000
"2263",2012,846.06,"Apartment","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",46.72,88.7,"0",2003000
"2264",2012,846.19,"Apartment","Clonsilla, Dublin 15","All bedrooms","Clonsilla, Dublin 15",46.72,88.7,"0",2003000
"2265",2012,849.23,"Apartment","Clonliffe, Dublin 3","All bedrooms","Clonliffe, Dublin 3",46.72,88.7,"0",2003000
"2266",2012,849.23,"Apartment","Clonliffe, Dublin 3","1 to 2 bed","Clonliffe, Dublin 3",46.72,88.7,"0",2003000
"2267",2012,849.23,"Apartment","Clonliffe, Dublin 3","1 to 3 bed","Clonliffe, Dublin 3",46.72,88.7,"0",2003000
"2268",2012,858.82,"Apartment","Dublin 24","All bedrooms","Dublin 24",46.72,88.7,"0",2003000
"2269",2012,859.33,"Apartment","Kimmage, Dublin 12","All bedrooms","Kimmage, Dublin 12",46.72,88.7,"0",2003000
"2270",2012,859.33,"Apartment","Kimmage, Dublin 12","1 to 3 bed","Kimmage, Dublin 12",46.72,88.7,"0",2003000
"2271",2012,860.63,"Terrace house","Eastwall, Dublin 3","1 to 3 bed","Eastwall, Dublin 3",46.72,88.7,"0",2003000
"2272",2012,860.63,"Terrace house","Eastwall, Dublin 3","All bedrooms","Eastwall, Dublin 3",46.72,88.7,"0",2003000
"2273",2012,863.32,"Apartment","Swords, Dublin","All bedrooms","Swords, Dublin",46.72,88.7,"0",2003000
"2274",2012,869.84,"Terrace house","Lusk, Dublin","All bedrooms","Lusk, Dublin",46.72,88.7,"0",2003000
"2275",2012,872,"Apartment","Glasnevin, Dublin 9","All bedrooms","Glasnevin, Dublin 9",46.72,88.7,"0",2003000
"2276",2012,875.81,"Apartment","Chapelizod, Dublin 20","All bedrooms","Chapelizod, Dublin 20",46.72,88.7,"0",2003000
"2277",2012,875.81,"Apartment","Chapelizod, Dublin 20","1 to 3 bed","Chapelizod, Dublin 20",46.72,88.7,"0",2003000
"2278",2012,875.93,"Apartment","Killester, Dublin 5","All bedrooms","Killester, Dublin 5",46.72,88.7,"0",2003000
"2279",2012,875.93,"Apartment","Killester, Dublin 5","1 to 3 bed","Killester, Dublin 5",46.72,88.7,"0",2003000
"2280",2012,876.09,"Terrace house","Dublin 10","All bedrooms","Dublin 10",46.72,88.7,"0",2003000
"2281",2012,876.87,"Apartment","Lucan, Dublin","All bedrooms","Lucan, Dublin",46.72,88.7,"0",2003000
"2282",2012,877.02,"Terrace house","Skerries, Dublin","All bedrooms","Skerries, Dublin",46.72,88.7,"0",2003000
"2283",2012,878.17,"Apartment","Finglas, Dublin 11","All bedrooms","Finglas, Dublin 11",46.72,88.7,"0",2003000
"2284",2012,881.17,"Apartment","Saggart, Dublin","1 to 3 bed","Saggart, Dublin",46.72,88.7,"0",2003000
"2285",2012,881.17,"Apartment","Saggart, Dublin","All bedrooms","Saggart, Dublin",46.72,88.7,"0",2003000
"2286",2012,882.85,"Apartment","Santry, Dublin 9","All bedrooms","Santry, Dublin 9",46.72,88.7,"0",2003000
"2287",2012,883.05,"Apartment","Dublin 11","All bedrooms","Dublin 11",46.72,88.7,"0",2003000
"2288",2012,884.36,"Apartment","Malahide Road, Dublin 17","All bedrooms","Malahide Road, Dublin 17",46.72,88.7,"0",2003000
"2289",2012,887.48,"Apartment","Carpenterstown, Dublin 15","1 to 3 bed","Carpenterstown, Dublin 15",46.72,88.7,"0",2003000
"2290",2012,887.48,"Apartment","Carpenterstown, Dublin 15","All bedrooms","Carpenterstown, Dublin 15",46.72,88.7,"0",2003000
"2291",2012,894.64,"Apartment","Northern Cross, Dublin 17","1 to 3 bed","Northern Cross, Dublin 17",46.72,88.7,"0",2003000
"2292",2012,894.64,"Apartment","Northern Cross, Dublin 17","All bedrooms","Northern Cross, Dublin 17",46.72,88.7,"0",2003000
"2293",2012,896.25,"Apartment","Firhouse, Dublin 24","All bedrooms","Firhouse, Dublin 24",46.72,88.7,"0",2003000
"2294",2012,896.25,"Apartment","Firhouse, Dublin 24","1 to 3 bed","Firhouse, Dublin 24",46.72,88.7,"0",2003000
"2295",2012,898.05,"Apartment","Dublin 20","All bedrooms","Dublin 20",46.72,88.7,"0",2003000
"2296",2012,900.77,"Terrace house","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",46.72,88.7,"0",2003000
"2297",2012,900.77,"Terrace house","Blanchardstown, Dublin 15","1 to 3 bed","Blanchardstown, Dublin 15",46.72,88.7,"0",2003000
"2298",2012,902.44,"Apartment","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",46.72,88.7,"0",2003000
"2299",2012,902.44,"Terrace house","Mulhuddart, Dublin 15","1 to 3 bed","Mulhuddart, Dublin 15",46.72,88.7,"0",2003000
"2300",2012,902.44,"Terrace house","Mulhuddart, Dublin 15","All bedrooms","Mulhuddart, Dublin 15",46.72,88.7,"0",2003000
"2301",2012,903.88,"Apartment","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",46.72,88.7,"0",2003000
"2302",2012,903.88,"Apartment","Inchicore, Dublin 8","1 to 3 bed","Inchicore, Dublin 8",46.72,88.7,"0",2003000
"2303",2012,904.67,"Apartment","Donaghmede, Dublin 13","1 to 3 bed","Donaghmede, Dublin 13",46.72,88.7,"0",2003000
