"","Year","Rent","PropertyType","Location.x","NumberofBedrooms","Location.y","CPI","Price.Rent.Ratio","VacancyRate","HousingStock"
"1",2008,1015.28,"Apartment","Rush, Dublin","1 to 3 bed","Rush, Dublin",47.33,123.4,"0",1960000
"2",2008,1015.28,"Apartment","Rush, Dublin","All bedrooms","Rush, Dublin",47.33,123.4,"0",1960000
"3",2008,1016.28,"Apartment","Dublin 9","All bedrooms","Dublin 9",47.33,123.4,"0",1960000
"4",2008,1023.1,"Apartment","Skerries, Dublin","1 to 3 bed","Skerries, Dublin",47.33,123.4,"0",1960000
"5",2008,1023.1,"Apartment","Skerries, Dublin","All bedrooms","Skerries, Dublin",47.33,123.4,"0",1960000
"6",2008,1024.07,"Apartment","Donabate, Dublin","1 to 3 bed","Donabate, Dublin",47.33,123.4,"0",1960000
"7",2008,1024.07,"Apartment","Donabate, Dublin","All bedrooms","Donabate, Dublin",47.33,123.4,"0",1960000
"8",2008,1035.58,"Apartment","Ballymun, Dublin 11","1 to 3 bed","Ballymun, Dublin 11",47.33,123.4,"0",1960000
"9",2008,1035.58,"Apartment","Ballymun, Dublin 11","All bedrooms","Ballymun, Dublin 11",47.33,123.4,"0",1960000
"10",2008,1038.6,"Apartment","Rathcoole, Dublin","All bedrooms","Rathcoole, Dublin",47.33,123.4,"0",1960000
"11",2008,1038.6,"Apartment","Rathcoole, Dublin","1 to 3 bed","Rathcoole, Dublin",47.33,123.4,"0",1960000
"12",2008,1055.92,"Apartment","Rathgar, Dublin 6","All bedrooms","Rathgar, Dublin 6",47.33,123.4,"0",1960000
"13",2008,1063.58,"Apartment","Clonee, Dublin 15","All bedrooms","Clonee, Dublin 15",47.33,123.4,"0",1960000
"14",2008,1074.81,"Terrace house","Balbriggan, Dublin","All bedrooms","Balbriggan, Dublin",47.33,123.4,"0",1960000
"15",2008,1075.55,"Apartment","Phibsboro, Dublin 7","All bedrooms","Phibsboro, Dublin 7",47.33,123.4,"0",1960000
"16",2008,1079,"Apartment","Glasnevin, Dublin 9","1 to 3 bed","Glasnevin, Dublin 9",47.33,123.4,"0",1960000
"17",2008,1079,"Apartment","Glasnevin, Dublin 9","All bedrooms","Glasnevin, Dublin 9",47.33,123.4,"0",1960000
"18",2008,1080.59,"Apartment","Clondalkin, Dublin 22","All bedrooms","Clondalkin, Dublin 22",47.33,123.4,"0",1960000
"19",2008,1082.61,"Apartment","Ongar, Dublin 15","1 to 3 bed","Ongar, Dublin 15",47.33,123.4,"0",1960000
"20",2008,1082.61,"Apartment","Ongar, Dublin 15","All bedrooms","Ongar, Dublin 15",47.33,123.4,"0",1960000
"21",2008,1084.97,"Terrace house","Dublin 10","All bedrooms","Dublin 10",47.33,123.4,"0",1960000
"22",2008,1085.5,"Apartment","Harolds Cross, Dublin 6W","All bedrooms","Harolds Cross, Dublin 6W",47.33,123.4,"0",1960000
"23",2008,1086.36,"Terrace house","Skerries, Dublin","All bedrooms","Skerries, Dublin",47.33,123.4,"0",1960000
"24",2008,1088.52,"Apartment","Ballymun, Dublin 9","1 to 3 bed","Ballymun, Dublin 9",47.33,123.4,"0",1960000
"25",2008,1088.52,"Apartment","Ballymun, Dublin 9","All bedrooms","Ballymun, Dublin 9",47.33,123.4,"0",1960000
"26",2008,1095.24,"Apartment","Clonsilla, Dublin 15","All bedrooms","Clonsilla, Dublin 15",47.33,123.4,"0",1960000
"27",2008,1095.83,"Apartment","Fairview, Dublin 3","All bedrooms","Fairview, Dublin 3",47.33,123.4,"0",1960000
"28",2008,1101.71,"Apartment","Citywest, Dublin 24","1 to 3 bed","Citywest, Dublin 24",47.33,123.4,"0",1960000
"29",2008,1101.71,"Apartment","Citywest, Dublin 24","All bedrooms","Citywest, Dublin 24",47.33,123.4,"0",1960000
"30",2008,1107.33,"Apartment","St Margarets Road, Dublin 11","All bedrooms","St Margarets Road, Dublin 11",47.33,123.4,"0",1960000
"31",2008,1107.33,"Apartment","St Margarets Road, Dublin 11","1 to 3 bed","St Margarets Road, Dublin 11",47.33,123.4,"0",1960000
"32",2008,1110.88,"Apartment","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",47.33,123.4,"0",1960000
"33",2008,1112.32,"Semi detached house","Rush, Dublin","All bedrooms","Rush, Dublin",47.33,123.4,"0",1960000
"34",2008,1112.39,"Semi detached house","Balbriggan, Dublin","All bedrooms","Balbriggan, Dublin",47.33,123.4,"0",1960000
"35",2008,1112.99,"Apartment","Glasnevin, Dublin 11","1 to 3 bed","Glasnevin, Dublin 11",47.33,123.4,"0",1960000
"36",2008,1112.99,"Apartment","Glasnevin, Dublin 11","All bedrooms","Glasnevin, Dublin 11",47.33,123.4,"0",1960000
"37",2008,1113.08,"Apartment","Crumlin, Dublin 12","All bedrooms","Crumlin, Dublin 12",47.33,123.4,"0",1960000
"38",2008,1113.08,"Apartment","Crumlin, Dublin 12","1 to 3 bed","Crumlin, Dublin 12",47.33,123.4,"0",1960000
"39",2008,1114.72,"Apartment","Dublin 10","All bedrooms","Dublin 10",47.33,123.4,"0",1960000
"40",2008,1114.72,"Apartment","Dublin 10","1 to 3 bed","Dublin 10",47.33,123.4,"0",1960000
"41",2008,1119.34,"Terrace house","Clonee, Dublin 15","All bedrooms","Clonee, Dublin 15",47.33,123.4,"0",1960000
"42",2008,1119.42,"Apartment","Dublin 11","All bedrooms","Dublin 11",47.33,123.4,"0",1960000
"43",2008,1122.01,"Apartment","Lucan, Dublin","All bedrooms","Lucan, Dublin",47.33,123.4,"0",1960000
"44",2008,1123.52,"Apartment","Swords, Dublin","All bedrooms","Swords, Dublin",47.33,123.4,"0",1960000
"45",2008,1126.81,"Terrace house","Ballyfermot, Dublin 10","All bedrooms","Ballyfermot, Dublin 10",47.33,123.4,"0",1960000
"46",2008,1127.95,"Terrace house","Clonsilla, Dublin 15","All bedrooms","Clonsilla, Dublin 15",47.33,123.4,"0",1960000
"47",2008,1131.72,"Apartment","Kinsealy, Dublin","1 to 3 bed","Kinsealy, Dublin",47.33,123.4,"0",1960000
"48",2008,1131.72,"Apartment","Kinsealy, Dublin","All bedrooms","Kinsealy, Dublin",47.33,123.4,"0",1960000
"49",2008,1135.21,"Semi detached house","Skerries, Dublin","All bedrooms","Skerries, Dublin",47.33,123.4,"0",1960000
"50",2008,1135.99,"Apartment","Portobello, Dublin 8","1 to 3 bed","Portobello, Dublin 8",47.33,123.4,"0",1960000
"51",2008,1135.99,"Apartment","Portobello, Dublin 8","All bedrooms","Portobello, Dublin 8",47.33,123.4,"0",1960000
"52",2008,1137.78,"Apartment","Dublin 24","All bedrooms","Dublin 24",47.33,123.4,"0",1960000
"53",2008,1138.66,"Semi detached house","Lusk, Dublin","All bedrooms","Lusk, Dublin",47.33,123.4,"0",1960000
"54",2008,1140.64,"Apartment","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",47.33,123.4,"0",1960000
"55",2008,1142.27,"Apartment","Aungier Street, Dublin 2","1 to 2 bed","Aungier Street, Dublin 2",47.33,123.4,"0",1960000
"56",2008,1142.27,"Apartment","Aungier Street, Dublin 2","All bedrooms","Aungier Street, Dublin 2",47.33,123.4,"0",1960000
"57",2008,1142.27,"Apartment","Aungier Street, Dublin 2","1 to 3 bed","Aungier Street, Dublin 2",47.33,123.4,"0",1960000
"58",2008,1143.01,"Apartment","Dublin 7","All bedrooms","Dublin 7",47.33,123.4,"0",1960000
"59",2008,1148.91,"Apartment","Finglas, Dublin 11","All bedrooms","Finglas, Dublin 11",47.33,123.4,"0",1960000
"60",2008,1151.74,"Apartment","Porterstown, Dublin 15","All bedrooms","Porterstown, Dublin 15",47.33,123.4,"0",1960000
"61",2008,1151.74,"Apartment","Porterstown, Dublin 15","1 to 3 bed","Porterstown, Dublin 15",47.33,123.4,"0",1960000
"62",2008,1151.79,"Apartment","Navan Road, Dublin 7","1 to 3 bed","Navan Road, Dublin 7",47.33,123.4,"0",1960000
"63",2008,1151.79,"Apartment","Navan Road, Dublin 7","All bedrooms","Navan Road, Dublin 7",47.33,123.4,"0",1960000
"64",2008,1153.08,"Terrace house","Clondalkin, Dublin 22","All bedrooms","Clondalkin, Dublin 22",47.33,123.4,"0",1960000
"65",2008,1154.51,"Apartment","Beaumont, Dublin 9","All bedrooms","Beaumont, Dublin 9",47.33,123.4,"0",1960000
"66",2008,1157.3,"Terrace house","Dublin 1","All bedrooms","Dublin 1",47.33,123.4,"0",1960000
"67",2008,1157.42,"Apartment","Kilmainham , Dublin 8","All bedrooms","Kilmainham , Dublin 8",47.33,123.4,"0",1960000
"68",2008,1158.01,"Apartment","Dublin 20","All bedrooms","Dublin 20",47.33,123.4,"0",1960000
"69",2008,1163.34,"Apartment","Dublin 8","All bedrooms","Dublin 8",47.33,123.4,"0",1960000
"70",2008,1164.17,"Terrace house","Lusk, Dublin","All bedrooms","Lusk, Dublin",47.33,123.4,"0",1960000
"71",2008,1164.17,"Terrace house","Lusk, Dublin","1 to 3 bed","Lusk, Dublin",47.33,123.4,"0",1960000
"72",2008,1165.45,"Apartment","Carpenterstown, Dublin 15","1 to 3 bed","Carpenterstown, Dublin 15",47.33,123.4,"0",1960000
"73",2008,1165.45,"Apartment","Carpenterstown, Dublin 15","All bedrooms","Carpenterstown, Dublin 15",47.33,123.4,"0",1960000
"74",2008,1166.46,"Apartment","Chapelizod, Dublin 20","All bedrooms","Chapelizod, Dublin 20",47.33,123.4,"0",1960000
"75",2008,1168.27,"Apartment","Ranelagh, Dublin 6","All bedrooms","Ranelagh, Dublin 6",47.33,123.4,"0",1960000
"76",2008,1168.5,"Terrace house","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",47.33,123.4,"0",1960000
"77",2008,1174.15,"Semi detached house","Mulhuddart, Dublin 15","All bedrooms","Mulhuddart, Dublin 15",47.33,123.4,"0",1960000
"78",2008,1175,"Apartment","Donaghmede, Dublin 13","All bedrooms","Donaghmede, Dublin 13",47.33,123.4,"0",1960000
"79",2008,1175,"Apartment","Donaghmede, Dublin 13","1 to 3 bed","Donaghmede, Dublin 13",47.33,123.4,"0",1960000
"80",2008,1175,"Apartment","Donaghmede, Dublin 13","1 to 2 bed","Donaghmede, Dublin 13",47.33,123.4,"0",1960000
"81",2008,1175.82,"Apartment","Clongriffin, Dublin 13","All bedrooms","Clongriffin, Dublin 13",47.33,123.4,"0",1960000
"82",2008,1176.11,"Apartment","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",47.33,123.4,"0",1960000
"83",2008,1176.84,"Apartment","Summerhill, Dublin 1","All bedrooms","Summerhill, Dublin 1",47.33,123.4,"0",1960000
"84",2008,1177.71,"Apartment","Citywest, Dublin","All bedrooms","Citywest, Dublin",47.33,123.4,"0",1960000
"85",2008,1177.71,"Apartment","Citywest, Dublin","1 to 3 bed","Citywest, Dublin",47.33,123.4,"0",1960000
"86",2008,1179.29,"Terrace house","Dublin 20","All bedrooms","Dublin 20",47.33,123.4,"0",1960000
"87",2008,1180.23,"Terrace house","East Wall, Dublin 3","All bedrooms","East Wall, Dublin 3",47.33,123.4,"0",1960000
"88",2008,1181.27,"Terrace house","Phibsboro, Dublin 7","All bedrooms","Phibsboro, Dublin 7",47.33,123.4,"0",1960000
"89",2008,1182.13,"Semi detached house","Clondalkin, Dublin 22","All bedrooms","Clondalkin, Dublin 22",47.33,123.4,"0",1960000
"90",2008,1183.37,"Apartment","Rathmines, Dublin 6","All bedrooms","Rathmines, Dublin 6",47.33,123.4,"0",1960000
"91",2008,1184.78,"Semi detached house","Dublin 10","All bedrooms","Dublin 10",47.33,123.4,"0",1960000
"92",2008,1186.61,"Apartment","Dublin 15","All bedrooms","Dublin 15",47.33,123.4,"0",1960000
"93",2008,1188.22,"Terrace house","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",47.33,123.4,"0",1960000
"94",2008,1192.89,"Apartment","Dublin 17","All bedrooms","Dublin 17",47.33,123.4,"0",1960000
"95",2008,1193.31,"Terrace house","Cabra, Dublin 7","All bedrooms","Cabra, Dublin 7",47.33,123.4,"0",1960000
"96",2008,1195.32,"Apartment","Ballycullen, Dublin 24","All bedrooms","Ballycullen, Dublin 24",47.33,123.4,"0",1960000
"97",2008,1195.32,"Apartment","Ballycullen, Dublin 24","1 to 3 bed","Ballycullen, Dublin 24",47.33,123.4,"0",1960000
"98",2008,1195.68,"Semi detached house","Ballyfermot, Dublin 10","All bedrooms","Ballyfermot, Dublin 10",47.33,123.4,"0",1960000
"99",2008,1195.68,"Semi detached house","Ballyfermot, Dublin 10","1 to 3 bed","Ballyfermot, Dublin 10",47.33,123.4,"0",1960000
"100",2008,1195.86,"Apartment","Christchurch, Dublin 8","All bedrooms","Christchurch, Dublin 8",47.33,123.4,"0",1960000
"101",2008,1199.69,"Semi detached house","Dublin 17","All bedrooms","Dublin 17",47.33,123.4,"0",1960000
"102",2008,1200.22,"Apartment","Baldoyle, Dublin 13","All bedrooms","Baldoyle, Dublin 13",47.33,123.4,"0",1960000
"103",2008,1203.77,"Terrace house","Dublin 15","All bedrooms","Dublin 15",47.33,123.4,"0",1960000
"104",2008,1204.36,"Terrace house","Swords, Dublin","All bedrooms","Swords, Dublin",47.33,123.4,"0",1960000
"105",2008,1205.97,"Semi detached house","Finglas, Dublin 11","All bedrooms","Finglas, Dublin 11",47.33,123.4,"0",1960000
"106",2008,1206.76,"Terrace house","Lucan, Dublin","All bedrooms","Lucan, Dublin",47.33,123.4,"0",1960000
"107",2008,1206.81,"Terrace house","Finglas, Dublin 11","All bedrooms","Finglas, Dublin 11",47.33,123.4,"0",1960000
"108",2008,1207.96,"Terrace house","Castleknock, Dublin 15","All bedrooms","Castleknock, Dublin 15",47.33,123.4,"0",1960000
"109",2008,1210.63,"Apartment","Dublin 13","All bedrooms","Dublin 13",47.33,123.4,"0",1960000
"110",2008,1212.16,"Apartment","Dolphins Barn, Dublin 8","All bedrooms","Dolphins Barn, Dublin 8",47.33,123.4,"0",1960000
"111",2008,1212.16,"Apartment","Dolphins Barn, Dublin 8","1 to 3 bed","Dolphins Barn, Dublin 8",47.33,123.4,"0",1960000
"112",2008,1215.48,"Apartment","Dublin 6","All bedrooms","Dublin 6",47.33,123.4,"0",1960000
"113",2008,1215.87,"Apartment","Saggart, Dublin","All bedrooms","Saggart, Dublin",47.33,123.4,"0",1960000
"114",2008,1216.88,"Semi detached house","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",47.33,123.4,"0",1960000
"115",2008,1218.26,"Terrace house","Dublin 24","All bedrooms","Dublin 24",47.33,123.4,"0",1960000
"116",2008,1218.69,"Apartment","Santry, Dublin 9","All bedrooms","Santry, Dublin 9",47.33,123.4,"0",1960000
"117",2008,1221.66,"Terrace house","Dublin 7","All bedrooms","Dublin 7",47.33,123.4,"0",1960000
"118",2008,1224.04,"Detached house","Dublin 24","All bedrooms","Dublin 24",47.33,123.4,"0",1960000
"119",2008,1225.58,"Apartment","Dublin 6W","All bedrooms","Dublin 6W",47.33,123.4,"0",1960000
"120",2008,1229.57,"Apartment","Monkstown, Dublin","All bedrooms","Monkstown, Dublin",47.33,123.4,"0",1960000
"121",2008,1229.73,"Apartment","I.F.S.C., Dublin 1","All bedrooms","I.F.S.C., Dublin 1",47.33,123.4,"0",1960000
"122",2008,1230.57,"Apartment","Islandbridge, Dublin 8","1 to 3 bed","Islandbridge, Dublin 8",47.33,123.4,"0",1960000
"123",2008,1230.57,"Apartment","Islandbridge, Dublin 8","All bedrooms","Islandbridge, Dublin 8",47.33,123.4,"0",1960000
"124",2008,1232.32,"Apartment","Portmarnock, Dublin","All bedrooms","Portmarnock, Dublin",47.33,123.4,"0",1960000
"125",2008,1232.32,"Apartment","Portmarnock, Dublin","1 to 3 bed","Portmarnock, Dublin",47.33,123.4,"0",1960000
"126",2008,1232.5,"Apartment","Cabinteely, Dublin","All bedrooms","Cabinteely, Dublin",47.33,123.4,"0",1960000
"127",2008,1232.5,"Apartment","Cabinteely, Dublin","1 to 3 bed","Cabinteely, Dublin",47.33,123.4,"0",1960000
"128",2008,1232.67,"Terrace house","Sutton, Dublin 13","All bedrooms","Sutton, Dublin 13",47.33,123.4,"0",1960000
"129",2008,1233.23,"Terrace house","Dublin 11","All bedrooms","Dublin 11",47.33,123.4,"0",1960000
"130",2008,1233.29,"Semi detached house","Clonee, Dublin 15","All bedrooms","Clonee, Dublin 15",47.33,123.4,"0",1960000
"131",2008,1233.3,"Terrace house","Walkinstown, Dublin 12","All bedrooms","Walkinstown, Dublin 12",47.33,123.4,"0",1960000
"132",2008,1234.44,"Apartment","Dublin 3","All bedrooms","Dublin 3",47.33,123.4,"0",1960000
"133",2008,1235,"Terrace house","Crumlin, Dublin 12","All bedrooms","Crumlin, Dublin 12",47.33,123.4,"0",1960000
"134",2008,1235.21,"Apartment","Rialto, Dublin 8","All bedrooms","Rialto, Dublin 8",47.33,123.4,"0",1960000
"135",2008,1235.21,"Apartment","Rialto, Dublin 8","1 to 3 bed","Rialto, Dublin 8",47.33,123.4,"0",1960000
"136",2008,1235.94,"Apartment","Meakstown, Dublin 11","All bedrooms","Meakstown, Dublin 11",47.33,123.4,"0",1960000
"137",2008,1235.94,"Apartment","Meakstown, Dublin 11","1 to 3 bed","Meakstown, Dublin 11",47.33,123.4,"0",1960000
"138",2008,1237.85,"Terrace house","Fairview, Dublin 3","All bedrooms","Fairview, Dublin 3",47.33,123.4,"0",1960000
"139",2008,1239.3,"Apartment","Royal Canal Park, Dublin 15","All bedrooms","Royal Canal Park, Dublin 15",47.33,123.4,"0",1960000
"140",2008,1240.56,"Apartment","Dublin 12","1 to 3 bed","Dublin 12",47.33,123.4,"0",1960000
"141",2008,1240.56,"Apartment","Dublin 12","All bedrooms","Dublin 12",47.33,123.4,"0",1960000
"142",2008,1241.39,"Semi detached house","Lucan, Dublin","All bedrooms","Lucan, Dublin",47.33,123.4,"0",1960000
"143",2008,1243.43,"Apartment","Ashtown, Dublin 15","1 to 3 bed","Ashtown, Dublin 15",47.33,123.4,"0",1960000
"144",2008,1243.43,"Apartment","Ashtown, Dublin 15","All bedrooms","Ashtown, Dublin 15",47.33,123.4,"0",1960000
"145",2008,1243.88,"Semi detached house","Palmerstown, Dublin 20","All bedrooms","Palmerstown, Dublin 20",47.33,123.4,"0",1960000
"146",2008,1244.95,"Semi detached house","Firhouse, Dublin 24","All bedrooms","Firhouse, Dublin 24",47.33,123.4,"0",1960000
"147",2008,1245.48,"Apartment","Drumcondra, Dublin 9","All bedrooms","Drumcondra, Dublin 9",47.33,123.4,"0",1960000
"148",2008,1246.15,"Apartment","Malahide Road, Dublin 17","All bedrooms","Malahide Road, Dublin 17",47.33,123.4,"0",1960000
"149",2008,1248.69,"Semi detached house","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",47.33,123.4,"0",1960000
"150",2008,1249.64,"Apartment","Dublin 1","All bedrooms","Dublin 1",47.33,123.4,"0",1960000
"151",2008,1251.97,"Apartment","Dublin 5","All bedrooms","Dublin 5",47.33,123.4,"0",1960000
"152",2008,1252.61,"Semi detached house","Dublin 20","All bedrooms","Dublin 20",47.33,123.4,"0",1960000
"153",2008,1252.9,"Apartment","Lower Mount Street, Dublin 2","All bedrooms","Lower Mount Street, Dublin 2",47.33,123.4,"0",1960000
"154",2008,1252.9,"Apartment","Lower Mount Street, Dublin 2","1 to 3 bed","Lower Mount Street, Dublin 2",47.33,123.4,"0",1960000
"155",2008,1253.99,"Semi detached house","Santry, Dublin 9","All bedrooms","Santry, Dublin 9",47.33,123.4,"0",1960000
"156",2008,1256.16,"Apartment","Clontarf, Dublin 3","1 to 3 bed","Clontarf, Dublin 3",47.33,123.4,"0",1960000
"157",2008,1256.16,"Apartment","Clontarf, Dublin 3","All bedrooms","Clontarf, Dublin 3",47.33,123.4,"0",1960000
"158",2008,1259.29,"Semi detached house","Dublin 24","All bedrooms","Dublin 24",47.33,123.4,"0",1960000
"159",2008,1260.92,"Semi detached house","Dublin 1","All bedrooms","Dublin 1",47.33,123.4,"0",1960000
"160",2008,1261.05,"Apartment","Shankill, Dublin","All bedrooms","Shankill, Dublin",47.33,123.4,"0",1960000
"161",2008,1263.13,"Apartment","Dublin","All bedrooms","Dublin",47.33,123.4,"0",1960000
"162",2008,1263.65,"Terrace house","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",47.33,123.4,"0",1960000
"163",2008,1265.9,"Apartment","Artane, Dublin 5","All bedrooms","Artane, Dublin 5",47.33,123.4,"0",1960000
"164",2008,1266.87,"Apartment","Stepaside, Dublin 18","All bedrooms","Stepaside, Dublin 18",47.33,123.4,"0",1960000
"165",2008,1266.87,"Apartment","Stepaside, Dublin 18","1 to 3 bed","Stepaside, Dublin 18",47.33,123.4,"0",1960000
"166",2008,1268.4,"Semi detached house","Dublin 15","All bedrooms","Dublin 15",47.33,123.4,"0",1960000
"167",2008,1270.6,"Terrace house","Dublin 12","All bedrooms","Dublin 12",47.33,123.4,"0",1960000
"168",2008,1270.66,"Terrace house","Dublin","All bedrooms","Dublin",47.33,123.4,"0",1960000
"169",2008,1273.52,"Terrace house","Artane, Dublin 5","All bedrooms","Artane, Dublin 5",47.33,123.4,"0",1960000
"170",2008,1273.56,"Terrace house","Dublin 8","All bedrooms","Dublin 8",47.33,123.4,"0",1960000
"171",2008,1276.62,"Semi detached house","Sutton, Dublin 13","All bedrooms","Sutton, Dublin 13",47.33,123.4,"0",1960000
"172",2008,1277.7,"Semi detached house","Crumlin, Dublin 12","All bedrooms","Crumlin, Dublin 12",47.33,123.4,"0",1960000
"173",2008,1277.99,"Semi detached house","Phibsboro, Dublin 7","All bedrooms","Phibsboro, Dublin 7",47.33,123.4,"0",1960000
"174",2008,1278,"Apartment","Tara Street, Dublin 2","All bedrooms","Tara Street, Dublin 2",47.33,123.4,"0",1960000
"175",2008,1278,"Apartment","Tara Street, Dublin 2","1 to 2 bed","Tara Street, Dublin 2",47.33,123.4,"0",1960000
"176",2008,1278,"Apartment","Tara Street, Dublin 2","1 to 3 bed","Tara Street, Dublin 2",47.33,123.4,"0",1960000
"177",2008,1278.58,"Semi detached house","Dublin 11","All bedrooms","Dublin 11",47.33,123.4,"0",1960000
"178",2008,1278.9,"Semi detached house","Donabate, Dublin","All bedrooms","Donabate, Dublin",47.33,123.4,"0",1960000
"179",2008,1279.92,"Apartment","Terenure, Dublin 6","All bedrooms","Terenure, Dublin 6",47.33,123.4,"0",1960000
"180",2008,1280.71,"Apartment","Stepaside, Dublin","1 to 3 bed","Stepaside, Dublin",47.33,123.4,"0",1960000
"181",2008,1280.71,"Apartment","Stepaside, Dublin","All bedrooms","Stepaside, Dublin",47.33,123.4,"0",1960000
"182",2008,1280.97,"Terrace house","Stoneybatter, Dublin 7","All bedrooms","Stoneybatter, Dublin 7",47.33,123.4,"0",1960000
"183",2008,1282.1,"Apartment","Cork Street, Dublin 8","1 to 3 bed","Cork Street, Dublin 8",47.33,123.4,"0",1960000
"184",2008,1282.1,"Apartment","Cork Street, Dublin 8","All bedrooms","Cork Street, Dublin 8",47.33,123.4,"0",1960000
"185",2008,1284.34,"Semi detached house","Drimnagh, Dublin 12","All bedrooms","Drimnagh, Dublin 12",47.33,123.4,"0",1960000
"186",2008,1285,"Semi detached house","Kinsealy, Dublin","All bedrooms","Kinsealy, Dublin",47.33,123.4,"0",1960000
"187",2008,1285.73,"Terrace house","Dun Laoghaire, Dublin","All bedrooms","Dun Laoghaire, Dublin",47.33,123.4,"0",1960000
"188",2008,1286.55,"Semi detached house","Clonsilla, Dublin 15","All bedrooms","Clonsilla, Dublin 15",47.33,123.4,"0",1960000
"189",2008,1287.17,"Apartment","Sandycove, Dublin","1 to 3 bed","Sandycove, Dublin",47.33,123.4,"0",1960000
"190",2008,1287.17,"Apartment","Sandycove, Dublin","All bedrooms","Sandycove, Dublin",47.33,123.4,"0",1960000
"191",2008,1289.18,"Apartment","Castleknock, Dublin 15","Two bed","Castleknock, Dublin 15",47.33,123.4,"0",1960000
"192",2008,1289.18,"Apartment","Castleknock, Dublin 15","All bedrooms","Castleknock, Dublin 15",47.33,123.4,"0",1960000
"193",2008,1291.41,"Terrace house","Dublin 3","All bedrooms","Dublin 3",47.33,123.4,"0",1960000
"194",2008,1292.61,"Apartment","Pearse Street, Dublin 2","1 to 3 bed","Pearse Street, Dublin 2",47.33,123.4,"0",1960000
"195",2008,1292.61,"Apartment","Pearse Street, Dublin 2","All bedrooms","Pearse Street, Dublin 2",47.33,123.4,"0",1960000
"196",2008,1293.5,"Apartment","Rathfarnham, Dublin 16","All bedrooms","Rathfarnham, Dublin 16",47.33,123.4,"0",1960000
"197",2008,1294.48,"Terrace house","Drimnagh, Dublin 12","All bedrooms","Drimnagh, Dublin 12",47.33,123.4,"0",1960000
"198",2008,1296.05,"Semi detached house","Tyrrelstown, Dublin 15","All bedrooms","Tyrrelstown, Dublin 15",47.33,123.4,"0",1960000
"199",2008,1297.71,"Semi detached house","Dublin 7","All bedrooms","Dublin 7",47.33,123.4,"0",1960000
"200",2008,1298.33,"Semi detached house","Castleknock, Dublin 15","All bedrooms","Castleknock, Dublin 15",47.33,123.4,"0",1960000
"201",2008,1298.68,"Semi detached house","Swords, Dublin","All bedrooms","Swords, Dublin",47.33,123.4,"0",1960000
"202",2008,1299.53,"Terrace house","Kilmainham , Dublin 8","All bedrooms","Kilmainham , Dublin 8",47.33,123.4,"0",1960000
"203",2008,1304.26,"Apartment","Rathfarnham, Dublin 14","All bedrooms","Rathfarnham, Dublin 14",47.33,123.4,"0",1960000
"204",2008,1304.45,"Semi detached house","Dublin 12","All bedrooms","Dublin 12",47.33,123.4,"0",1960000
"205",2008,1304.93,"Semi detached house","Dublin 8","All bedrooms","Dublin 8",47.33,123.4,"0",1960000
"206",2008,1307.08,"Apartment","Raheny, Dublin 5","All bedrooms","Raheny, Dublin 5",47.33,123.4,"0",1960000
"207",2008,1310.03,"Terrace house","Monkstown, Dublin","All bedrooms","Monkstown, Dublin",47.33,123.4,"0",1960000
"208",2008,1310.03,"Terrace house","Monkstown, Dublin","1 to 3 bed","Monkstown, Dublin",47.33,123.4,"0",1960000
"209",2008,1311.02,"Semi detached house","Cabra, Dublin 7","All bedrooms","Cabra, Dublin 7",47.33,123.4,"0",1960000
"210",2008,1311.5,"Semi detached house","Saggart, Dublin","All bedrooms","Saggart, Dublin",47.33,123.4,"0",1960000
"211",2008,1313.71,"Apartment","Churchtown, Dublin 14","1 to 3 bed","Churchtown, Dublin 14",47.33,123.4,"0",1960000
"212",2008,1313.71,"Apartment","Churchtown, Dublin 14","All bedrooms","Churchtown, Dublin 14",47.33,123.4,"0",1960000
"213",2008,1314.51,"Terrace house","Dublin 5","All bedrooms","Dublin 5",47.33,123.4,"0",1960000
"214",2008,1317.65,"Terrace house","Baldoyle, Dublin 13","All bedrooms","Baldoyle, Dublin 13",47.33,123.4,"0",1960000
"215",2008,1318.56,"Terrace house","Raheny, Dublin 5","All bedrooms","Raheny, Dublin 5",47.33,123.4,"0",1960000
"216",2008,1321.41,"Apartment","East Wall, Dublin 3","1 to 3 bed","East Wall, Dublin 3",47.33,123.4,"0",1960000
"217",2008,1321.41,"Apartment","East Wall, Dublin 3","All bedrooms","East Wall, Dublin 3",47.33,123.4,"0",1960000
"218",2008,1323.71,"Apartment","Townsend Street, Dublin 2","All bedrooms","Townsend Street, Dublin 2",47.33,123.4,"0",1960000
"219",2008,1323.71,"Apartment","Townsend Street, Dublin 2","1 to 3 bed","Townsend Street, Dublin 2",47.33,123.4,"0",1960000
"220",2008,1326.84,"Terrace house","Rathmines, Dublin 6","All bedrooms","Rathmines, Dublin 6",47.33,123.4,"0",1960000
