PropertyType,Location,Year,Rent,CPI,Price-Rent-Ratio,VacancyRate,HousingStock
Apartment,"Kilmainham , Dublin 8",2008,1157.42,47.33,123.4,0,1960000
Apartment,"Portobello, Dublin 8",2008,1135.99,47.33,123.4,0,1960000
Apartment,"Rialto, Dublin 8",2008,1235.21,47.33,123.4,0,1960000
Apartment,"South Circular Road, Dublin 8",2008,695.16,47.33,123.4,0,1960000
Apartment,"The Coombe, Dublin 8",2008,0,47.33,123.4,0,1960000
Apartment,Dublin 9,2008,1016.28,47.33,123.4,0,1960000
Apartment,"Ballymun, Dublin 9",2008,1088.52,47.33,123.4,0,1960000
Apartment,"Beaumont, Dublin 9",2008,1154.51,47.33,123.4,0,1960000
Apartment,"Drumcondra, Dublin 9",2008,1245.48,47.33,123.4,0,1960000
Apartment,"Glasnevin, Dublin 9",2008,1079,47.33,123.4,0,1960000
Apartment,"Santry, Dublin 9",2008,1218.69,47.33,123.4,0,1960000
Apartment,"Whitehall, Dublin 9",2008,1459.17,47.33,123.4,0,1960000
Apartment,Dublin 10,2008,1114.72,47.33,123.4,0,1960000
Apartment,"Ballyfermot, Dublin 10",2008,0,47.33,123.4,0,1960000
Apartment,"Cherry Orchard, Dublin 10",2008,0,47.33,123.4,0,1960000
Apartment,Dublin 11,2008,1119.42,47.33,123.4,0,1960000
Apartment,"Ballymun, Dublin 11",2008,1035.58,47.33,123.4,0,1960000
Apartment,"Finglas, Dublin 11",2008,1148.91,47.33,123.4,0,1960000
Apartment,"Glasnevin, Dublin 11",2008,1112.99,47.33,123.4,0,1960000
Apartment,"Meakstown, Dublin 11",2008,1235.94,47.33,123.4,0,1960000
Apartment,"St Margarets Road, Dublin 11",2008,1107.33,47.33,123.4,0,1960000
Apartment,Dublin 12,2008,1240.56,47.33,123.4,0,1960000
Apartment,"Crumlin, Dublin 12",2008,1113.08,47.33,123.4,0,1960000
Apartment,"Drimnagh, Dublin 12",2008,1332.75,47.33,123.4,0,1960000
Apartment,"Kimmage, Dublin 12",2008,0,47.33,123.4,0,1960000
Apartment,"Walkinstown, Dublin 12",2008,0,47.33,123.4,0,1960000
Apartment,Dublin 13,2008,1210.63,47.33,123.4,0,1960000
Apartment,"Baldoyle, Dublin 13",2008,1200.22,47.33,123.4,0,1960000
Apartment,"Balgriffin, Dublin 13",2008,0,47.33,123.4,0,1960000
Apartment,"Clongriffin, Dublin 13",2008,1175.82,47.33,123.4,0,1960000
Apartment,"Donaghmede, Dublin 13",2008,1175,47.33,123.4,0,1960000
Apartment,"Sutton, Dublin 13",2008,1364.81,47.33,123.4,0,1960000
Apartment,Dublin 14,2008,1399.08,47.33,123.4,0,1960000
Apartment,"Churchtown, Dublin 14",2008,1313.71,47.33,123.4,0,1960000
Apartment,"Clonskeagh, Dublin 14",2008,1471.26,47.33,123.4,0,1960000
Apartment,"Dundrum, Dublin 14",2008,1430.2,47.33,123.4,0,1960000
Apartment,"Goatstown, Dublin 14",2008,1456.45,47.33,123.4,0,1960000
Apartment,"Rathfarnham, Dublin 14",2008,1304.26,47.33,123.4,0,1960000
Apartment,Dublin 15,2008,1186.61,47.33,123.4,0,1960000
Apartment,"Ashtown, Dublin 15",2008,1243.43,47.33,123.4,0,1960000
Apartment,"Blanchardstown, Dublin 15",2008,1140.64,47.33,123.4,0,1960000
Apartment,"Carpenterstown, Dublin 15",2008,1165.45,47.33,123.4,0,1960000
Apartment,"Castleknock, Dublin 15",2008,1289.18,47.33,123.4,0,1960000
Apartment,"Clonee, Dublin 15",2008,1063.58,47.33,123.4,0,1960000
Apartment,"Clonsilla, Dublin 15",2008,1095.24,47.33,123.4,0,1960000
Apartment,"Coolmine, Dublin 15",2008,0,47.33,123.4,0,1960000
Apartment,"Mulhuddart, Dublin 15",2008,0,47.33,123.4,0,1960000
Apartment,"Ongar, Dublin 15",2008,1082.61,47.33,123.4,0,1960000
Apartment,"Porterstown, Dublin 15",2008,1151.74,47.33,123.4,0,1960000
Apartment,"Royal Canal Park, Dublin 15",2008,1239.3,47.33,123.4,0,1960000
Apartment,"Tyrrelstown, Dublin 15",2008,0,47.33,123.4,0,1960000
Apartment,Dublin 16,2008,1352.69,47.33,123.4,0,1960000
Apartment,"Ballinteer, Dublin 16",2008,1364,47.33,123.4,0,1960000
Apartment,"Dundrum, Dublin 16",2008,1482.84,47.33,123.4,0,1960000
Apartment,"Knocklyon, Dublin 16",2008,0,47.33,123.4,0,1960000
Apartment,"Rathfarnham, Dublin 16",2008,1293.5,47.33,123.4,0,1960000
Apartment,"Sandyford, Dublin 16",2008,0,47.33,123.4,0,1960000
Apartment,Dublin 17,2008,1192.89,47.33,123.4,0,1960000
Apartment,"Malahide Road, Dublin 17",2008,1246.15,47.33,123.4,0,1960000
Apartment,"Northern Cross, Dublin 17",2008,0,47.33,123.4,0,1960000
Apartment,Dublin 18,2008,1394.99,47.33,123.4,0,1960000
Apartment,"Cabinteely, Dublin 18",2008,1336.24,47.33,123.4,0,1960000
Apartment,"Carrickmines, Dublin 18",2008,1403.41,47.33,123.4,0,1960000
Apartment,"Foxrock, Dublin 18",2008,0,47.33,123.4,0,1960000
Apartment,"Leopardstown, Dublin 18",2008,0,47.33,123.4,0,1960000
Apartment,"Sandyford, Dublin 18",2008,1433.26,47.33,123.4,0,1960000
Apartment,"Stepaside, Dublin 18",2008,1266.87,47.33,123.4,0,1960000
Apartment,Dublin 20,2008,1158.01,47.33,123.4,0,1960000
Apartment,"Chapelizod, Dublin 20",2008,1166.46,47.33,123.4,0,1960000
Apartment,"Palmerstown, Dublin 20",2008,0,47.33,123.4,0,1960000
Apartment,"Clondalkin, Dublin 22",2008,1080.59,47.33,123.4,0,1960000
Apartment,Dublin 24,2008,1137.78,47.33,123.4,0,1960000
Apartment,"Ballycullen, Dublin 24",2008,1195.32,47.33,123.4,0,1960000
Apartment,"Citywest, Dublin 24",2008,1101.71,47.33,123.4,0,1960000
Apartment,"Firhouse, Dublin 24",2008,0,47.33,123.4,0,1960000
Apartment,"Tallaght, Dublin 24",2008,1110.88,47.33,123.4,0,1960000
Other flats,Dublin,2008,837.32,47.33,123.4,0,1960000
Other flats,"Blackrock, Dublin",2008,0,47.33,123.4,0,1960000
Other flats,"Dun Laoghaire, Dublin",2008,804.6,47.33,123.4,0,1960000
Other flats,"Monkstown, Dublin",2008,0,47.33,123.4,0,1960000
Other flats,"Sandycove, Dublin",2008,0,47.33,123.4,0,1960000
Other flats,Dublin 1,2008,768.98,47.33,123.4,0,1960000
Other flats,"Summerhill, Dublin 1",2008,0,47.33,123.4,0,1960000
Other flats,Dublin 2,2008,917.66,47.33,123.4,0,1960000
Other flats,Dublin 3,2008,730.22,47.33,123.4,0,1960000
Other flats,"Clonliffe, Dublin 3",2008,0,47.33,123.4,0,1960000
Other flats,"Clontarf, Dublin 3",2008,680.26,47.33,123.4,0,1960000
Other flats,"Drumcondra, Dublin 3",2008,0,47.33,123.4,0,1960000
Other flats,"Fairview, Dublin 3",2008,695.65,47.33,123.4,0,1960000
Other flats,Dublin 4,2008,861.24,47.33,123.4,0,1960000
Other flats,"Ballsbridge, Dublin 4",2008,895.45,47.33,123.4,0,1960000
Other flats,"Donnybrook, Dublin 4",2008,808.16,47.33,123.4,0,1960000
Other flats,"Sandymount, Dublin 4",2008,0,47.33,123.4,0,1960000
Other flats,Dublin 5,2008,0,47.33,123.4,0,1960000
Other flats,Dublin 6,2008,757.66,47.33,123.4,0,1960000
Other flats,"Harolds Cross, Dublin 6",2008,0,47.33,123.4,0,1960000
Other flats,"Ranelagh, Dublin 6",2008,729.32,47.33,123.4,0,1960000
Other flats,"Rathgar, Dublin 6",2008,773.41,47.33,123.4,0,1960000
Other flats,"Rathmines, Dublin 6",2008,776.12,47.33,123.4,0,1960000
Other flats,"Terenure, Dublin 6",2008,708.82,47.33,123.4,0,1960000
Other flats,Dublin 6W,2008,707.53,47.33,123.4,0,1960000
Other flats,"Harolds Cross, Dublin 6W",2008,687.44,47.33,123.4,0,1960000
Other flats,"Terenure, Dublin 6W",2008,586.87,47.33,123.4,0,1960000
Other flats,Dublin 7,2008,675.16,47.33,123.4,0,1960000
Other flats,"Cabra, Dublin 7",2008,621.87,47.33,123.4,0,1960000
Other flats,"Phibsboro, Dublin 7",2008,642.01,47.33,123.4,0,1960000
Other flats,Dublin 8,2008,694.76,47.33,123.4,0,1960000
Other flats,"Inchicore, Dublin 8",2008,600.15,47.33,123.4,0,1960000
Other flats,"Kilmainham , Dublin 8",2008,0,47.33,123.4,0,1960000
Other flats,"Portobello, Dublin 8",2008,773.51,47.33,123.4,0,1960000
Other flats,"Rialto, Dublin 8",2008,0,47.33,123.4,0,1960000
Other flats,"South Circular Road, Dublin 8",2008,700.06,47.33,123.4,0,1960000
Other flats,Dublin 9,2008,653.61,47.33,123.4,0,1960000
Other flats,"Drumcondra, Dublin 9",2008,670.55,47.33,123.4,0,1960000
Other flats,"Glasnevin, Dublin 9",2008,573.54,47.33,123.4,0,1960000
Other flats,Dublin 11,2008,0,47.33,123.4,0,1960000
Other flats,"Finglas, Dublin 11",2008,0,47.33,123.4,0,1960000
Other flats,Dublin 12,2008,696.71,47.33,123.4,0,1960000
Other flats,"Crumlin, Dublin 12",2008,0,47.33,123.4,0,1960000
Other flats,"Kimmage, Dublin 12",2008,0,47.33,123.4,0,1960000
Other flats,Dublin 14,2008,0,47.33,123.4,0,1960000
Detached house,Dublin,2009,1616.11,45.21,150.8,0,1982000
Detached house,"Blackrock, Dublin",2009,1834.04,45.21,150.8,0,1982000
Detached house,"Killiney, Dublin",2009,1762.21,45.21,150.8,0,1982000
Detached house,"Lucan, Dublin",2009,1380.15,45.21,150.8,0,1982000
Detached house,"Malahide, Dublin",2009,1785.78,45.21,150.8,0,1982000
Detached house,"Stillorgan, Dublin",2009,1776.35,45.21,150.8,0,1982000
Detached house,"Swords, Dublin",2009,1427.33,45.21,150.8,0,1982000
Detached house,Dublin 4,2009,2259.71,45.21,150.8,0,1982000
Detached house,"Ballsbridge, Dublin 4",2009,2254.15,45.21,150.8,0,1982000
Detached house,Dublin 5,2009,0,45.21,150.8,0,1982000
Detached house,Dublin 6,2009,1962.86,45.21,150.8,0,1982000
Detached house,Dublin 7,2009,0,45.21,150.8,0,1982000
Detached house,Dublin 9,2009,1393.9,45.21,150.8,0,1982000
Detached house,Dublin 12,2009,0,45.21,150.8,0,1982000
Detached house,Dublin 13,2009,1559,45.21,150.8,0,1982000
Detached house,Dublin 14,2009,1866.21,45.21,150.8,0,1982000
Detached house,"Rathfarnham, Dublin 14",2009,0,45.21,150.8,0,1982000
Detached house,Dublin 15,2009,1288.45,45.21,150.8,0,1982000
Detached house,"Castleknock, Dublin 15",2009,1319.19,45.21,150.8,0,1982000
Detached house,"Clonsilla, Dublin 15",2009,1233.73,45.21,150.8,0,1982000
Detached house,Dublin 16,2009,1523.96,45.21,150.8,0,1982000
Detached house,Dublin 18,2009,2074.64,45.21,150.8,0,1982000
Detached house,"Foxrock, Dublin 18",2009,2133.33,45.21,150.8,0,1982000
Detached house,Dublin 24,2009,1140.6,45.21,150.8,0,1982000
Detached house,"Tallaght, Dublin 24",2009,1100.89,45.21,150.8,0,1982000
Semi detached house,Dublin,2009,1261.14,45.21,150.8,0,1982000
Semi detached house,"Balbriggan, Dublin",2009,1000.34,45.21,150.8,0,1982000
Semi detached house,"Blackrock, Dublin",2009,1485.83,45.21,150.8,0,1982000
Semi detached house,"Booterstown, Dublin",2009,1631.71,45.21,150.8,0,1982000
Semi detached house,"Citywest, Dublin",2009,1271.43,45.21,150.8,0,1982000
Semi detached house,"Dalkey, Dublin",2009,1548.33,45.21,150.8,0,1982000
Semi detached house,"Donabate, Dublin",2009,1162.68,45.21,150.8,0,1982000
Semi detached house,"Dun Laoghaire, Dublin",2009,1364.73,45.21,150.8,0,1982000
Semi detached house,"Glenageary, Dublin",2009,1484.32,45.21,150.8,0,1982000
Semi detached house,"Killiney, Dublin",2009,1389.13,45.21,150.8,0,1982000
Semi detached house,"Kinsealy, Dublin",2009,1202.62,45.21,150.8,0,1982000
Semi detached house,"Lucan, Dublin",2009,1157.84,45.21,150.8,0,1982000
Semi detached house,"Lusk, Dublin",2009,1071.32,45.21,150.8,0,1982000
Semi detached house,"Malahide, Dublin",2009,1439.15,45.21,150.8,0,1982000
Semi detached house,"Monkstown, Dublin",2009,1235.22,45.21,150.8,0,1982000
Semi detached house,"Mount Merrion, Dublin",2009,1852.41,45.21,150.8,0,1982000
Semi detached house,"Portmarnock, Dublin",2009,0,45.21,150.8,0,1982000
Semi detached house,"Rathcoole, Dublin",2009,1080.03,45.21,150.8,0,1982000
Semi detached house,"Rush, Dublin",2009,1050.35,45.21,150.8,0,1982000
Semi detached house,"Saggart, Dublin",2009,1295.68,45.21,150.8,0,1982000
Semi detached house,"Sandycove, Dublin",2009,1434.14,45.21,150.8,0,1982000
Semi detached house,"Shankill, Dublin",2009,1274.57,45.21,150.8,0,1982000
Semi detached house,"Skerries, Dublin",2009,1066.99,45.21,150.8,0,1982000
Semi detached house,"Stepaside, Dublin",2009,0,45.21,150.8,0,1982000
Semi detached house,"Stillorgan, Dublin",2009,1513.06,45.21,150.8,0,1982000
Semi detached house,"Swords, Dublin",2009,1187.9,45.21,150.8,0,1982000
Semi detached house,Dublin 1,2009,1183.59,45.21,150.8,0,1982000
Semi detached house,Dublin 3,2009,1295.58,45.21,150.8,0,1982000
Semi detached house,"Clonliffe, Dublin 3",2009,0,45.21,150.8,0,1982000
Semi detached house,"Clontarf, Dublin 3",2009,1435.07,45.21,150.8,0,1982000
Semi detached house,"Drumcondra, Dublin 3",2009,0,45.21,150.8,0,1982000
Semi detached house,"East Wall, Dublin 3",2009,1130.35,45.21,150.8,0,1982000
Semi detached house,"Eastwall, Dublin 3",2009,0,45.21,150.8,0,1982000
Semi detached house,"Fairview, Dublin 3",2009,1266.54,45.21,150.8,0,1982000
Semi detached house,"Marino, Dublin 3",2009,1286.42,45.21,150.8,0,1982000
Semi detached house,"North Strand, Dublin 3",2009,0,45.21,150.8,0,1982000
Semi detached house,Dublin 4,2009,1821.24,45.21,150.8,0,1982000
Semi detached house,"Ballsbridge, Dublin 4",2009,1926.82,45.21,150.8,0,1982000
Semi detached house,"Donnybrook, Dublin 4",2009,1834.54,45.21,150.8,0,1982000
Semi detached house,"Ringsend, Dublin 4",2009,1364.69,45.21,150.8,0,1982000
Semi detached house,"Sandymount, Dublin 4",2009,1811.96,45.21,150.8,0,1982000
Semi detached house,Dublin 5,2009,1250.67,45.21,150.8,0,1982000
Semi detached house,"Artane, Dublin 5",2009,1248.51,45.21,150.8,0,1982000
Semi detached house,"Killester, Dublin 5",2009,1319.34,45.21,150.8,0,1982000
Semi detached house,"Raheny, Dublin 5",2009,1259.47,45.21,150.8,0,1982000
Semi detached house,Dublin 6,2009,1476.5,45.21,150.8,0,1982000
Semi detached house,"Harolds Cross, Dublin 6",2009,1360.11,45.21,150.8,0,1982000
Semi detached house,"Milltown, Dublin 6",2009,0,45.21,150.8,0,1982000
Semi detached house,"Ranelagh, Dublin 6",2009,1553.33,45.21,150.8,0,1982000
Semi detached house,"Rathgar, Dublin 6",2009,1479.01,45.21,150.8,0,1982000
Semi detached house,"Rathmines, Dublin 6",2009,1417.29,45.21,150.8,0,1982000
Semi detached house,"Terenure, Dublin 6",2009,1580,45.21,150.8,0,1982000
Semi detached house,Dublin 6W,2009,1474.26,45.21,150.8,0,1982000
Semi detached house,"Harolds Cross, Dublin 6W",2009,1493.85,45.21,150.8,0,1982000
Semi detached house,"Templeogue, Dublin 6W",2009,1382.6,45.21,150.8,0,1982000
Semi detached house,"Terenure, Dublin 6W",2009,1531.91,45.21,150.8,0,1982000
Semi detached house,Dublin 7,2009,1197.36,45.21,150.8,0,1982000
Semi detached house,"Arbour Hill, Dublin 7",2009,0,45.21,150.8,0,1982000
Semi detached house,"Cabra, Dublin 7",2009,1175.06,45.21,150.8,0,1982000
Semi detached house,"Navan Road, Dublin 7",2009,1271.15,45.21,150.8,0,1982000
Semi detached house,"North Circular Road, Dublin 7",2009,0,45.21,150.8,0,1982000
Semi detached house,"Phibsboro, Dublin 7",2009,1236.2,45.21,150.8,0,1982000
Semi detached house,"Smithfield, Dublin 7",2009,0,45.21,150.8,0,1982000
Semi detached house,"Stoneybatter, Dublin 7",2009,1077.56,45.21,150.8,0,1982000
Semi detached house,Dublin 8,2009,1233.02,45.21,150.8,0,1982000
Semi detached house,"Inchicore, Dublin 8",2009,1219.44,45.21,150.8,0,1982000
Semi detached house,"Kilmainham , Dublin 8",2009,1249.01,45.21,150.8,0,1982000
Semi detached house,Dublin 9,2009,1252.71,45.21,150.8,0,1982000
Semi detached house,"Beaumont, Dublin 9",2009,1217.59,45.21,150.8,0,1982000
Semi detached house,"Drumcondra, Dublin 9",2009,1265.56,45.21,150.8,0,1982000
Semi detached house,"Glasnevin, Dublin 9",2009,1288.75,45.21,150.8,0,1982000
Semi detached house,"Santry, Dublin 9",2009,1199.53,45.21,150.8,0,1982000
Semi detached house,"Whitehall, Dublin 9",2009,1293.86,45.21,150.8,0,1982000
Semi detached house,Dublin 10,2009,1112.08,45.21,150.8,0,1982000
Semi detached house,"Ballyfermot, Dublin 10",2009,1110.26,45.21,150.8,0,1982000
Semi detached house,Dublin 11,2009,1183.6,45.21,150.8,0,1982000
Semi detached house,"Finglas, Dublin 11",2009,1117.45,45.21,150.8,0,1982000
Semi detached house,"Glasnevin, Dublin 11",2009,1297.09,45.21,150.8,0,1982000
Semi detached house,Dublin 12,2009,1162.54,45.21,150.8,0,1982000
Semi detached house,"Crumlin, Dublin 12",2009,1122.39,45.21,150.8,0,1982000
Semi detached house,"Drimnagh, Dublin 12",2009,1156.92,45.21,150.8,0,1982000
Semi detached house,"Kimmage, Dublin 12",2009,1225.19,45.21,150.8,0,1982000
Semi detached house,"Walkinstown, Dublin 12",2009,1182.95,45.21,150.8,0,1982000
Semi detached house,Dublin 13,2009,1234.2,45.21,150.8,0,1982000
Semi detached house,"Baldoyle, Dublin 13",2009,1319.51,45.21,150.8,0,1982000
Semi detached house,"Donaghmede, Dublin 13",2009,1161.11,45.21,150.8,0,1982000
Semi detached house,"Sutton, Dublin 13",2009,1220,45.21,150.8,0,1982000
Semi detached house,Dublin 14,2009,1552.53,45.21,150.8,0,1982000
Semi detached house,"Churchtown, Dublin 14",2009,1478.23,45.21,150.8,0,1982000
Semi detached house,"Clonskeagh, Dublin 14",2009,1705.37,45.21,150.8,0,1982000
Semi detached house,"Dundrum, Dublin 14",2009,1544.47,45.21,150.8,0,1982000
Semi detached house,"Goatstown, Dublin 14",2009,1746.41,45.21,150.8,0,1982000
Semi detached house,"Rathfarnham, Dublin 14",2009,1394.08,45.21,150.8,0,1982000
Semi detached house,Dublin 15,2009,1170.34,45.21,150.8,0,1982000
Semi detached house,"Blanchardstown, Dublin 15",2009,1142.25,45.21,150.8,0,1982000
Semi detached house,"Carpenterstown, Dublin 15",2009,1184.7,45.21,150.8,0,1982000
Semi detached house,"Castleknock, Dublin 15",2009,1214.91,45.21,150.8,0,1982000
Semi detached house,"Clonee, Dublin 15",2009,1140.49,45.21,150.8,0,1982000
Semi detached house,"Clonsilla, Dublin 15",2009,1170.25,45.21,150.8,0,1982000
Semi detached house,"Mulhuddart, Dublin 15",2009,1080.42,45.21,150.8,0,1982000
Semi detached house,"Tyrrelstown, Dublin 15",2009,1193.13,45.21,150.8,0,1982000
Semi detached house,Dublin 16,2009,1345.85,45.21,150.8,0,1982000
Semi detached house,"Ballinteer, Dublin 16",2009,1313.11,45.21,150.8,0,1982000
Semi detached house,"Dundrum, Dublin 16",2009,1478.7,45.21,150.8,0,1982000
Semi detached house,"Knocklyon, Dublin 16",2009,1297.26,45.21,150.8,0,1982000
Semi detached house,"Rathfarnham, Dublin 16",2009,1385.78,45.21,150.8,0,1982000
Semi detached house,"Sandyford, Dublin 16",2009,0,45.21,150.8,0,1982000
Semi detached house,Dublin 17,2009,1150.72,45.21,150.8,0,1982000
Semi detached house,Dublin 18,2009,1442.14,45.21,150.8,0,1982000
Semi detached house,"Cabinteely, Dublin 18",2009,1377.5,45.21,150.8,0,1982000
Semi detached house,"Foxrock, Dublin 18",2009,1605.79,45.21,150.8,0,1982000
Semi detached house,"Leopardstown, Dublin 18",2009,1398.09,45.21,150.8,0,1982000
Semi detached house,"Sandyford, Dublin 18",2009,1395.4,45.21,150.8,0,1982000
Semi detached house,Dublin 20,2009,1159.53,45.21,150.8,0,1982000
Semi detached house,"Palmerstown, Dublin 20",2009,1153.3,45.21,150.8,0,1982000
Semi detached house,"Clondalkin, Dublin 22",2009,1090.82,45.21,150.8,0,1982000
Semi detached house,Dublin 24,2009,1153.77,45.21,150.8,0,1982000
Semi detached house,"Ballycullen, Dublin 24",2009,1277.96,45.21,150.8,0,1982000
Semi detached house,"Firhouse, Dublin 24",2009,1170.48,45.21,150.8,0,1982000
Semi detached house,"Tallaght, Dublin 24",2009,1137.89,45.21,150.8,0,1982000
Terrace house,Dublin,2009,1162.52,45.21,150.8,0,1982000
Terrace house,"Balbriggan, Dublin",2009,981.76,45.21,150.8,0,1982000
Terrace house,"Blackrock, Dublin",2009,1394.53,45.21,150.8,0,1982000
Terrace house,"Booterstown, Dublin",2009,1444.25,45.21,150.8,0,1982000
Terrace house,"Dalkey, Dublin",2009,1518.33,45.21,150.8,0,1982000
Terrace house,"Dun Laoghaire, Dublin",2009,1236.48,45.21,150.8,0,1982000
Terrace house,"Killiney, Dublin",2009,1168.88,45.21,150.8,0,1982000
Terrace house,"Lucan, Dublin",2009,1097.4,45.21,150.8,0,1982000
Terrace house,"Lusk, Dublin",2009,1042.32,45.21,150.8,0,1982000
Terrace house,"Malahide, Dublin",2009,1366.92,45.21,150.8,0,1982000
Terrace house,"Monkstown, Dublin",2009,1206.74,45.21,150.8,0,1982000
Terrace house,"Rush, Dublin",2009,1010.75,45.21,150.8,0,1982000
Terrace house,"Saggart, Dublin",2009,0,45.21,150.8,0,1982000
Terrace house,"Sandycove, Dublin",2009,0,45.21,150.8,0,1982000
Terrace house,"Shankill, Dublin",2009,0,45.21,150.8,0,1982000
Terrace house,"Skerries, Dublin",2009,1013.92,45.21,150.8,0,1982000
Terrace house,"Stillorgan, Dublin",2009,1442.45,45.21,150.8,0,1982000
Terrace house,"Swords, Dublin",2009,1098.35,45.21,150.8,0,1982000
Terrace house,Dublin 1,2009,1127.4,45.21,150.8,0,1982000
Terrace house,Dublin 2,2009,1668.42,45.21,150.8,0,1982000
Terrace house,Dublin 3,2009,1189.55,45.21,150.8,0,1982000
Terrace house,"Clonliffe, Dublin 3",2009,0,45.21,150.8,0,1982000
Terrace house,"Clontarf, Dublin 3",2009,1373.87,45.21,150.8,0,1982000
Terrace house,"Drumcondra, Dublin 3",2009,1320.14,45.21,150.8,0,1982000
Terrace house,"East Wall, Dublin 3",2009,1074.89,45.21,150.8,0,1982000
Terrace house,"Eastwall, Dublin 3",2009,1046.08,45.21,150.8,0,1982000
Terrace house,"Fairview, Dublin 3",2009,1169.89,45.21,150.8,0,1982000
Terrace house,"Marino, Dublin 3",2009,1202.8,45.21,150.8,0,1982000
Terrace house,"North Strand, Dublin 3",2009,1113.64,45.21,150.8,0,1982000
Terrace house,Dublin 4,2009,1575.8,45.21,150.8,0,1982000
Terrace house,"Ballsbridge, Dublin 4",2009,1815.03,45.21,150.8,0,1982000
Terrace house,"Donnybrook, Dublin 4",2009,1579.83,45.21,150.8,0,1982000
Terrace house,"Irishtown, Dublin 4",2009,0,45.21,150.8,0,1982000
Terrace house,"Ringsend, Dublin 4",2009,1309.29,45.21,150.8,0,1982000
Terrace house,"Sandymount, Dublin 4",2009,1585.03,45.21,150.8,0,1982000
Terrace house,Dublin 5,2009,1215.89,45.21,150.8,0,1982000
Terrace house,"Artane, Dublin 5",2009,1200.56,45.21,150.8,0,1982000
Terrace house,"Killester, Dublin 5",2009,0,45.21,150.8,0,1982000
