PropertyType,NumberofRoom,Location,2008,2009,2010,2011,2012,2013,2014,2015
Detached house,1 to 2 bed,"Lucan, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Lusk, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Malahide, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Monkstown, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Mount Merrion, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Portmarnock, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Rathcoole, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Rush, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Saggart, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Sandycove, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Shankill, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Skerries, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Stepaside, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Stillorgan, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Swords, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 1,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"I.F.S.C., Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Parnell Street, Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Spencer Dock, Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Summerhill, Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 2,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Aungier Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Charlemont Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Grand Canal Dock, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Grand Canal Square, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Hanover Quay, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Lower Mount Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Pearse Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Tara Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Temple Bar, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 3,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Clontarf, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"East Wall, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Eastwall, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Fairview, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Marino, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"North Strand, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 4,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ballsbridge, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Donnybrook, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Irishtown, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ringsend, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Sandymount, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 5,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Artane, Dublin 5",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Killester, Dublin 5",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Raheny, Dublin 5",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 6,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Harolds Cross, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Milltown, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ranelagh, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Rathgar, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Rathmines, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 6W,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Harolds Cross, Dublin 6W",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Templeogue, Dublin 6W",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Terenure, Dublin 6W",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 7,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Cabra, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Navan Road, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Phibsboro, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Stoneybatter, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 8,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Inchicore, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Kilmainham , Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Portobello, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"South Circular Road, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 9,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Beaumont, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Drumcondra, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Glasnevin, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Santry, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Whitehall, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 10,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ballyfermot, Dublin 10",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 11,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Finglas, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Glasnevin, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 12,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Crumlin, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Drimnagh, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Kimmage, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Walkinstown, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 13,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Baldoyle, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Balgriffin, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Donaghmede, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Sutton, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 14,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Churchtown, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Clonskeagh, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Dundrum, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Rathfarnham, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 15,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Blanchardstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Castleknock, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Clonee, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Clonsilla, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Mulhuddart, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ongar, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Tyrrelstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 16,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ballinteer, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Dundrum, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Knocklyon, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Rathfarnham, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Sandyford, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 17,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Malahide Road, Dublin 17",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Northern Cross, Dublin 17",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 18,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Cabinteely, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Carrickmines, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Foxrock, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Leopardstown, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Sandyford, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Stepaside, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 20,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Chapelizod, Dublin 20",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Palmerstown, Dublin 20",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Clondalkin, Dublin 22",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,Dublin 24,0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Ballycullen, Dublin 24",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Citywest, Dublin 24",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Firhouse, Dublin 24",0,0,0,0,0,0,0,0
Detached house,1 to 2 bed,"Tallaght, Dublin 24",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin,1550.66,1467.89,1439.98,1443.44,1469.24,1481.25,1497.66,1549.47
Detached house,1 to 3 bed,"Balbriggan, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Blackrock, Dublin",0,0,0,0,0,1465.83,0,0
Detached house,1 to 3 bed,"Booterstown, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Cabinteely, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Citywest, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Dalkey, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Donabate, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Dun Laoghaire, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Glenageary, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Howth, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Killiney, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Kinsealy, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Lucan, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Lusk, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Malahide, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Monkstown, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Mount Merrion, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Portmarnock, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Rathcoole, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Rush, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Saggart, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Sandycove, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Shankill, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Skerries, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Stepaside, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Stillorgan, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Swords, Dublin",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 1,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"I.F.S.C., Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Parnell Street, Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Spencer Dock, Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Summerhill, Dublin 1",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 2,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Aungier Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Charlemont Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Grand Canal Dock, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Grand Canal Square, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Hanover Quay, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Lower Mount Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Pearse Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Tara Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Temple Bar, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 3,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Clontarf, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"East Wall, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Eastwall, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Fairview, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Marino, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"North Strand, Dublin 3",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 4,2238.06,2166.09,2015.14,2114.06,2250,2227.71,2185.35,2184.02
Detached house,1 to 3 bed,"Ballsbridge, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Donnybrook, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Irishtown, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Ringsend, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Sandymount, Dublin 4",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 5,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Artane, Dublin 5",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Killester, Dublin 5",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Raheny, Dublin 5",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 6,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Harolds Cross, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Milltown, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Ranelagh, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Rathgar, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Rathmines, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 6W,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Harolds Cross, Dublin 6W",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Templeogue, Dublin 6W",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Terenure, Dublin 6W",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 7,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Cabra, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Navan Road, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Phibsboro, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Stoneybatter, Dublin 7",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 8,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Inchicore, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Kilmainham , Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Portobello, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"South Circular Road, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 9,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Beaumont, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Drumcondra, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Glasnevin, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Santry, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Whitehall, Dublin 9",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 10,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Ballyfermot, Dublin 10",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 11,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Finglas, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Glasnevin, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 12,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Crumlin, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Drimnagh, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Kimmage, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Walkinstown, Dublin 12",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 13,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Baldoyle, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Balgriffin, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Donaghmede, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Sutton, Dublin 13",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 14,0,0,0,0,0,1693.78,1724.52,0
Detached house,1 to 3 bed,"Churchtown, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Clonskeagh, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Dundrum, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Rathfarnham, Dublin 14",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 15,1236.39,1208.46,1149,1136.21,1143.27,1170.32,1197.46,1215.28
Detached house,1 to 3 bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Blanchardstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Castleknock, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Clonee, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Clonsilla, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Mulhuddart, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Ongar, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Tyrrelstown, Dublin 15",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 16,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Ballinteer, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Dundrum, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Knocklyon, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Rathfarnham, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Sandyford, Dublin 16",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 17,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Malahide Road, Dublin 17",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Northern Cross, Dublin 17",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 18,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Cabinteely, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Carrickmines, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Foxrock, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Leopardstown, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Sandyford, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Stepaside, Dublin 18",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 20,0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Chapelizod, Dublin 20",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Palmerstown, Dublin 20",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Clondalkin, Dublin 22",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,Dublin 24,1221.08,1121.09,1027.57,999.21,989.34,1012.95,1067.1,1152.49
Detached house,1 to 3 bed,"Ballycullen, Dublin 24",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Citywest, Dublin 24",0,0,0,0,0,0,0,0
Detached house,1 to 3 bed,"Firhouse, Dublin 24",0,0,0,0,0,0,0,0
