Year,Location,PropertyType,NumberofBedrooms,VacancyRate,CPI,Price.Rent.Ratio,HousingStock,Rent
2011,"Townsend Street, Dublin 2",Apartment,1 to 3 bed,8.30%,45.94,97.2,1999000,1061.46
2011,"Tyrrelstown, Dublin 15",Semi detached house,All bedrooms,8.30%,45.94,97.2,1999000,1003.12
2011,"Tyrrelstown, Dublin 15",Terrace house,All bedrooms,8.30%,45.94,97.2,1999000,1031.67
2011,"Tyrrelstown, Dublin 15",Apartment,All bedrooms,8.30%,45.94,97.2,1999000,835.9
2011,"Walkinstown, Dublin 12",Terrace house,All bedrooms,8.30%,45.94,97.2,1999000,1045.98
2011,"Walkinstown, Dublin 12",Semi detached house,All bedrooms,8.30%,45.94,97.2,1999000,975.21
2011,"Whitehall, Dublin 9",Terrace house,All bedrooms,8.30%,45.94,97.2,1999000,1036.78
2011,"Whitehall, Dublin 9",Semi detached house,All bedrooms,8.30%,45.94,97.2,1999000,1119.43
2012,"Arbour Hill, Dublin 7",Terrace house,All bedrooms,0,46.72,88.7,2003000,1085.78
2012,"Artane, Dublin 5",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1083.97
2012,"Artane, Dublin 5",Terrace house,All bedrooms,0,46.72,88.7,2003000,1117.41
2012,"Artane, Dublin 5",Apartment,All bedrooms,0,46.72,88.7,2003000,911.9
2012,"Ashtown, Dublin 15",Apartment,All bedrooms,0,46.72,88.7,2003000,937.67
2012,"Ashtown, Dublin 15",Apartment,1 to 3 bed,0,46.72,88.7,2003000,937.67
2012,"Aungier Street, Dublin 2",Apartment,All bedrooms,0,46.72,88.7,2003000,971.67
2012,"Balbriggan, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,695.65
2012,"Balbriggan, Dublin",Terrace house,All bedrooms,0,46.72,88.7,2003000,797.8
2012,"Balbriggan, Dublin",Semi detached house,All bedrooms,0,46.72,88.7,2003000,842.69
2012,"Baldoyle, Dublin 13",Terrace house,All bedrooms,0,46.72,88.7,2003000,1000.54
2012,"Baldoyle, Dublin 13",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1121.22
2012,"Baldoyle, Dublin 13",Apartment,All bedrooms,0,46.72,88.7,2003000,938.3
2012,"Balgriffin, Dublin 13",Terrace house,All bedrooms,0,46.72,88.7,2003000,1220.56
2012,"Balgriffin, Dublin 13",Apartment,1 to 3 bed,0,46.72,88.7,2003000,982.24
2012,"Balgriffin, Dublin 13",Apartment,All bedrooms,0,46.72,88.7,2003000,982.24
2012,"Ballinteer, Dublin 16",Apartment,All bedrooms,0,46.72,88.7,2003000,1138.73
2012,"Ballinteer, Dublin 16",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1138.73
2012,"Ballinteer, Dublin 16",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1231.1
2012,"Ballsbridge, Dublin 4",Apartment,All bedrooms,0,46.72,88.7,2003000,1346.03
2012,"Ballsbridge, Dublin 4",Terrace house,All bedrooms,0,46.72,88.7,2003000,1676.72
2012,"Ballsbridge, Dublin 4",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1807.68
2012,"Ballsbridge, Dublin 4",Detached house,All bedrooms,0,46.72,88.7,2003000,2045.14
2012,"Ballsbridge, Dublin 4",Other flats,1 to 3 bed,0,46.72,88.7,2003000,722.41
2012,"Ballsbridge, Dublin 4",Other flats,All bedrooms,0,46.72,88.7,2003000,722.41
2012,"Ballycullen, Dublin 24",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1076.25
2012,"Ballycullen, Dublin 24",Apartment,1 to 3 bed,0,46.72,88.7,2003000,926.43
2012,"Ballycullen, Dublin 24",Apartment,All bedrooms,0,46.72,88.7,2003000,926.43
2012,"Ballyfermot, Dublin 10",Apartment,1 to 3 bed,0,46.72,88.7,2003000,825.64
2012,"Ballyfermot, Dublin 10",Apartment,All bedrooms,0,46.72,88.7,2003000,825.64
2012,"Ballyfermot, Dublin 10",Semi detached house,All bedrooms,0,46.72,88.7,2003000,907.89
2012,"Ballyfermot, Dublin 10",Terrace house,All bedrooms,0,46.72,88.7,2003000,914.38
2012,"Ballymun, Dublin 11",Apartment,1 to 3 bed,0,46.72,88.7,2003000,775.95
2012,"Ballymun, Dublin 11",Apartment,All bedrooms,0,46.72,88.7,2003000,775.95
2012,"Ballymun, Dublin 9",Apartment,1 to 2 bed,0,46.72,88.7,2003000,743.41
2012,"Ballymun, Dublin 9",Apartment,1 to 3 bed,0,46.72,88.7,2003000,743.41
2012,"Ballymun, Dublin 9",Apartment,All bedrooms,0,46.72,88.7,2003000,743.41
2012,"Beaumont, Dublin 9",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1104.6
2012,"Beaumont, Dublin 9",Terrace house,All bedrooms,0,46.72,88.7,2003000,1119.34
2012,"Beaumont, Dublin 9",Apartment,All bedrooms,0,46.72,88.7,2003000,836.7
2012,"Beaumont, Dublin 9",Apartment,1 to 3 bed,0,46.72,88.7,2003000,836.7
2012,"Blackrock, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,1118.51
2012,"Blackrock, Dublin",Terrace house,All bedrooms,0,46.72,88.7,2003000,1274.82
2012,"Blackrock, Dublin",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1444.11
2012,"Blackrock, Dublin",Detached house,All bedrooms,0,46.72,88.7,2003000,1631.29
2012,"Blackrock, Dublin",Other flats,All bedrooms,0,46.72,88.7,2003000,778.45
2012,"Blackrock, Dublin",Other flats,1 to 3 bed,0,46.72,88.7,2003000,778.45
2012,"Blanchardstown, Dublin 15",Terrace house,All bedrooms,0,46.72,88.7,2003000,900.77
2012,"Blanchardstown, Dublin 15",Terrace house,1 to 3 bed,0,46.72,88.7,2003000,900.77
2012,"Blanchardstown, Dublin 15",Apartment,All bedrooms,0,46.72,88.7,2003000,902.44
2012,"Blanchardstown, Dublin 15",Semi detached house,All bedrooms,0,46.72,88.7,2003000,962.39
2012,"Booterstown, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,1128.97
2012,"Booterstown, Dublin",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1128.97
2012,"Booterstown, Dublin",Terrace house,All bedrooms,0,46.72,88.7,2003000,1348.78
2012,"Booterstown, Dublin",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1645.73
2012,"Cabinteely, Dublin 18",Apartment,All bedrooms,0,46.72,88.7,2003000,1074.48
2012,"Cabinteely, Dublin 18",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1317.03
2012,"Cabinteely, Dublin",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1006.11
2012,"Cabinteely, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,1006.11
2012,"Cabra, Dublin 7",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1016.05
2012,"Cabra, Dublin 7",Other flats,All bedrooms,0,46.72,88.7,2003000,527.61
2012,"Cabra, Dublin 7",Apartment,All bedrooms,0,46.72,88.7,2003000,831.37
2012,"Cabra, Dublin 7",Apartment,1 to 3 bed,0,46.72,88.7,2003000,831.37
2012,"Cabra, Dublin 7",Terrace house,All bedrooms,0,46.72,88.7,2003000,906.84
2012,"Carpenterstown, Dublin 15",Apartment,All bedrooms,0,46.72,88.7,2003000,887.48
2012,"Carpenterstown, Dublin 15",Apartment,1 to 3 bed,0,46.72,88.7,2003000,887.48
2012,"Carrickmines, Dublin 18",Apartment,All bedrooms,0,46.72,88.7,2003000,1094.71
2012,"Castleknock, Dublin 15",Terrace house,All bedrooms,0,46.72,88.7,2003000,1010.32
2012,"Castleknock, Dublin 15",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1067.01
2012,"Castleknock, Dublin 15",Detached house,All bedrooms,0,46.72,88.7,2003000,1283.89
2012,"Castleknock, Dublin 15",Apartment,All bedrooms,0,46.72,88.7,2003000,986.4
2012,"Chapelizod, Dublin 20",Apartment,All bedrooms,0,46.72,88.7,2003000,875.81
2012,"Chapelizod, Dublin 20",Apartment,1 to 3 bed,0,46.72,88.7,2003000,875.81
2012,"Chapelizod, Dublin 20",Terrace house,All bedrooms,0,46.72,88.7,2003000,978.86
2012,"Charlemont Street, Dublin 2",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1312.78
2012,"Charlemont Street, Dublin 2",Apartment,All bedrooms,0,46.72,88.7,2003000,1312.78
2012,"Cherry Orchard, Dublin 10",Apartment,1 to 3 bed,0,46.72,88.7,2003000,833.28
2012,"Cherry Orchard, Dublin 10",Apartment,All bedrooms,0,46.72,88.7,2003000,833.28
2012,"Christchurch, Dublin 8",Apartment,All bedrooms,0,46.72,88.7,2003000,916
2012,"Churchtown, Dublin 14",Apartment,All bedrooms,0,46.72,88.7,2003000,1158.14
2012,"Churchtown, Dublin 14",Terrace house,All bedrooms,0,46.72,88.7,2003000,1258.43
2012,"Churchtown, Dublin 14",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1454.45
2012,"Citywest, Dublin 24",Apartment,1 to 3 bed,0,46.72,88.7,2003000,845.46
2012,"Citywest, Dublin 24",Apartment,All bedrooms,0,46.72,88.7,2003000,845.46
2012,"Citywest, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,918.75
2012,"Citywest, Dublin",Apartment,1 to 3 bed,0,46.72,88.7,2003000,918.75
2012,"Clondalkin, Dublin 22",Apartment,All bedrooms,0,46.72,88.7,2003000,830.11
2012,"Clondalkin, Dublin 22",Terrace house,All bedrooms,0,46.72,88.7,2003000,913.94
2012,"Clondalkin, Dublin 22",Semi detached house,All bedrooms,0,46.72,88.7,2003000,930.91
2012,"Clonee, Dublin 15",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1012.74
2012,"Clonee, Dublin 15",Apartment,All bedrooms,0,46.72,88.7,2003000,808.49
2012,"Clonee, Dublin 15",Terrace house,All bedrooms,0,46.72,88.7,2003000,914.1
2012,"Clongriffin, Dublin 13",Apartment,All bedrooms,0,46.72,88.7,2003000,935.52
2012,"Clonliffe, Dublin 3",Other flats,1 to 3 bed,0,46.72,88.7,2003000,524.84
2012,"Clonliffe, Dublin 3",Other flats,All bedrooms,0,46.72,88.7,2003000,524.84
2012,"Clonliffe, Dublin 3",Other flats,1 to 2 bed,0,46.72,88.7,2003000,524.84
2012,"Clonliffe, Dublin 3",Apartment,1 to 2 bed,0,46.72,88.7,2003000,849.23
2012,"Clonliffe, Dublin 3",Apartment,1 to 3 bed,0,46.72,88.7,2003000,849.23
2012,"Clonliffe, Dublin 3",Apartment,All bedrooms,0,46.72,88.7,2003000,849.23
2012,"Clonsilla, Dublin 15",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1000.63
2012,"Clonsilla, Dublin 15",Apartment,All bedrooms,0,46.72,88.7,2003000,846.19
2012,"Clonsilla, Dublin 15",Terrace house,All bedrooms,0,46.72,88.7,2003000,907.69
2012,"Clonskeagh, Dublin 14",Apartment,All bedrooms,0,46.72,88.7,2003000,1122.28
2012,"Clonskeagh, Dublin 14",Terrace house,All bedrooms,0,46.72,88.7,2003000,1405.75
2012,"Clonskeagh, Dublin 14",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1591.61
2012,"Clontarf, Dublin 3",Terrace house,All bedrooms,0,46.72,88.7,2003000,1191.05
2012,"Clontarf, Dublin 3",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1383.33
2012,"Clontarf, Dublin 3",Other flats,1 to 3 bed,0,46.72,88.7,2003000,589.79
2012,"Clontarf, Dublin 3",Other flats,All bedrooms,0,46.72,88.7,2003000,589.79
2012,"Clontarf, Dublin 3",Apartment,All bedrooms,0,46.72,88.7,2003000,995.04
2012,"Cork Street, Dublin 8",Apartment,1 to 3 bed,0,46.72,88.7,2003000,977.46
2012,"Cork Street, Dublin 8",Apartment,All bedrooms,0,46.72,88.7,2003000,977.46
2012,"Crumlin, Dublin 12",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1067.42
2012,"Crumlin, Dublin 12",Other flats,All bedrooms,0,46.72,88.7,2003000,677.73
2012,"Crumlin, Dublin 12",Other flats,1 to 3 bed,0,46.72,88.7,2003000,677.73
2012,"Crumlin, Dublin 12",Apartment,1 to 3 bed,0,46.72,88.7,2003000,831.8
2012,"Crumlin, Dublin 12",Apartment,All bedrooms,0,46.72,88.7,2003000,831.8
2012,"Crumlin, Dublin 12",Terrace house,All bedrooms,0,46.72,88.7,2003000,959.48
2012,"Dalkey, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,1190.24
2012,"Dalkey, Dublin",Terrace house,All bedrooms,0,46.72,88.7,2003000,1266.38
2012,"Dalkey, Dublin",Terrace house,1 to 3 bed,0,46.72,88.7,2003000,1266.38
2012,"Dalkey, Dublin",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1347.22
2012,"Dartry, Dublin 6",Apartment,All bedrooms,0,46.72,88.7,2003000,1187.69
2012,"Donabate, Dublin",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1026.67
2012,"Donabate, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,755.21
2012,"Donaghmede, Dublin 13",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1081.7
2012,"Donaghmede, Dublin 13",Apartment,All bedrooms,0,46.72,88.7,2003000,904.67
2012,"Donaghmede, Dublin 13",Apartment,1 to 3 bed,0,46.72,88.7,2003000,904.67
2012,"Donnybrook, Dublin 4",Apartment,All bedrooms,0,46.72,88.7,2003000,1157.34
2012,"Donnybrook, Dublin 4",Terrace house,All bedrooms,0,46.72,88.7,2003000,1503.66
2012,"Donnybrook, Dublin 4",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1843.41
2012,"Donnybrook, Dublin 4",Other flats,1 to 3 bed,0,46.72,88.7,2003000,741.78
2012,"Donnybrook, Dublin 4",Other flats,All bedrooms,0,46.72,88.7,2003000,741.78
2012,"Drimnagh, Dublin 12",Apartment,All bedrooms,0,46.72,88.7,2003000,1032.05
2012,"Drimnagh, Dublin 12",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1032.05
2012,"Drimnagh, Dublin 12",Terrace house,All bedrooms,0,46.72,88.7,2003000,955.15
2012,"Drimnagh, Dublin 12",Semi detached house,All bedrooms,0,46.72,88.7,2003000,980.62
2012,"Drumcondra, Dublin 3",Terrace house,All bedrooms,0,46.72,88.7,2003000,1011.18
2012,"Drumcondra, Dublin 9",Apartment,All bedrooms,0,46.72,88.7,2003000,1006.04
2012,"Drumcondra, Dublin 9",Terrace house,All bedrooms,0,46.72,88.7,2003000,1184.69
2012,"Drumcondra, Dublin 9",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1186.24
2012,"Drumcondra, Dublin 9",Other flats,All bedrooms,0,46.72,88.7,2003000,523.31
2012,Dublin 1,Apartment,All bedrooms,0,46.72,88.7,2003000,1011.3
2012,Dublin 1,Terrace house,All bedrooms,0,46.72,88.7,2003000,1095.55
2012,Dublin 1,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1100.43
2012,Dublin 1,Other flats,All bedrooms,0,46.72,88.7,2003000,610.88
2012,Dublin 10,Apartment,All bedrooms,0,46.72,88.7,2003000,840.88
2012,Dublin 10,Apartment,1 to 3 bed,0,46.72,88.7,2003000,840.88
2012,Dublin 10,Terrace house,All bedrooms,0,46.72,88.7,2003000,876.09
2012,Dublin 10,Semi detached house,All bedrooms,0,46.72,88.7,2003000,923.38
2012,Dublin 11,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1016.47
2012,Dublin 11,Other flats,1 to 2 bed,0,46.72,88.7,2003000,646.85
2012,Dublin 11,Other flats,1 to 3 bed,0,46.72,88.7,2003000,646.85
2012,Dublin 11,Other flats,All bedrooms,0,46.72,88.7,2003000,646.85
2012,Dublin 11,Apartment,All bedrooms,0,46.72,88.7,2003000,883.05
2012,Dublin 11,Terrace house,All bedrooms,0,46.72,88.7,2003000,984.15
2012,Dublin 12,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1044.5
2012,Dublin 12,Other flats,All bedrooms,0,46.72,88.7,2003000,590.66
2012,Dublin 12,Apartment,All bedrooms,0,46.72,88.7,2003000,932.13
2012,Dublin 12,Terrace house,All bedrooms,0,46.72,88.7,2003000,977.48
2012,Dublin 13,Terrace house,All bedrooms,0,46.72,88.7,2003000,1091.11
2012,Dublin 13,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1106.96
2012,Dublin 13,Detached house,All bedrooms,0,46.72,88.7,2003000,1501.46
2012,Dublin 13,Apartment,All bedrooms,0,46.72,88.7,2003000,959.08
2012,Dublin 14,Apartment,All bedrooms,0,46.72,88.7,2003000,1119.62
2012,Dublin 14,Terrace house,All bedrooms,0,46.72,88.7,2003000,1289.14
2012,Dublin 14,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1439.44
2012,Dublin 14,Detached house,All bedrooms,0,46.72,88.7,2003000,1799.22
2012,Dublin 14,Other flats,All bedrooms,0,46.72,88.7,2003000,783.6
2012,Dublin 15,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1012.2
2012,Dublin 15,Detached house,All bedrooms,0,46.72,88.7,2003000,1205.8
2012,Dublin 15,Apartment,All bedrooms,0,46.72,88.7,2003000,910.07
2012,Dublin 15,Terrace house,All bedrooms,0,46.72,88.7,2003000,962.41
2012,Dublin 16,Apartment,All bedrooms,0,46.72,88.7,2003000,1079.29
2012,Dublin 16,Terrace house,All bedrooms,0,46.72,88.7,2003000,1128.4
2012,Dublin 16,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1215.2
2012,Dublin 16,Detached house,All bedrooms,0,46.72,88.7,2003000,1443.6
2012,Dublin 17,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1008.45
2012,Dublin 17,Apartment,All bedrooms,0,46.72,88.7,2003000,916.04
2012,Dublin 17,Terrace house,All bedrooms,0,46.72,88.7,2003000,983.31
2012,Dublin 18,Apartment,All bedrooms,0,46.72,88.7,2003000,1121.65
2012,Dublin 18,Terrace house,All bedrooms,0,46.72,88.7,2003000,1288.15
2012,Dublin 18,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1360.68
2012,Dublin 18,Detached house,All bedrooms,0,46.72,88.7,2003000,2065.31
2012,Dublin 2,Apartment,All bedrooms,0,46.72,88.7,2003000,1189.18
2012,Dublin 2,Terrace house,All bedrooms,0,46.72,88.7,2003000,1686.75
2012,Dublin 2,Other flats,All bedrooms,0,46.72,88.7,2003000,807.98
2012,Dublin 20,Apartment,All bedrooms,0,46.72,88.7,2003000,898.05
2012,Dublin 20,Terrace house,All bedrooms,0,46.72,88.7,2003000,954.52
2012,Dublin 20,Semi detached house,All bedrooms,0,46.72,88.7,2003000,988.79
2012,Dublin 24,Detached house,All bedrooms,0,46.72,88.7,2003000,1019.11
2012,Dublin 24,Apartment,All bedrooms,0,46.72,88.7,2003000,858.82
2012,Dublin 24,Terrace house,All bedrooms,0,46.72,88.7,2003000,949.12
2012,Dublin 24,Semi detached house,All bedrooms,0,46.72,88.7,2003000,982.15
2012,Dublin 3,Terrace house,All bedrooms,0,46.72,88.7,2003000,1040
2012,Dublin 3,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1224.4
2012,Dublin 3,Other flats,All bedrooms,0,46.72,88.7,2003000,578.29
2012,Dublin 3,Apartment,All bedrooms,0,46.72,88.7,2003000,985.36
2012,Dublin 4,Apartment,All bedrooms,0,46.72,88.7,2003000,1247.9
2012,Dublin 4,Terrace house,All bedrooms,0,46.72,88.7,2003000,1501.7
2012,Dublin 4,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1781.1
2012,Dublin 4,Detached house,All bedrooms,0,46.72,88.7,2003000,2227.2
2012,Dublin 4,Other flats,All bedrooms,0,46.72,88.7,2003000,735.29
2012,Dublin 5,Terrace house,All bedrooms,0,46.72,88.7,2003000,1061.98
2012,Dublin 5,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1092.65
2012,Dublin 5,Detached house,All bedrooms,0,46.72,88.7,2003000,1184.95
2012,Dublin 5,Other flats,All bedrooms,0,46.72,88.7,2003000,676.6
2012,Dublin 5,Apartment,All bedrooms,0,46.72,88.7,2003000,933.83
2012,Dublin 6,Apartment,All bedrooms,0,46.72,88.7,2003000,1057.9
2012,Dublin 6,Terrace house,All bedrooms,0,46.72,88.7,2003000,1419.84
2012,Dublin 6,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1526.88
2012,Dublin 6,Detached house,All bedrooms,0,46.72,88.7,2003000,1902.63
2012,Dublin 6,Other flats,All bedrooms,0,46.72,88.7,2003000,647.62
2012,Dublin 6W,Apartment,All bedrooms,0,46.72,88.7,2003000,1017.64
2012,Dublin 6W,Terrace house,All bedrooms,0,46.72,88.7,2003000,1216.84
2012,Dublin 6W,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1379.03
2012,Dublin 6W,Other flats,All bedrooms,0,46.72,88.7,2003000,630.92
2012,Dublin 7,Terrace house,All bedrooms,0,46.72,88.7,2003000,1033.87
2012,Dublin 7,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1097.55
2012,Dublin 7,Detached house,All bedrooms,0,46.72,88.7,2003000,1159.41
2012,Dublin 7,Other flats,All bedrooms,0,46.72,88.7,2003000,540.7
2012,Dublin 7,Apartment,All bedrooms,0,46.72,88.7,2003000,906
2012,Dublin 8,Terrace house,All bedrooms,0,46.72,88.7,2003000,1059.37
2012,Dublin 8,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1127.56
2012,Dublin 8,Other flats,All bedrooms,0,46.72,88.7,2003000,587.57
2012,Dublin 8,Apartment,All bedrooms,0,46.72,88.7,2003000,929.61
2012,Dublin 9,Terrace house,All bedrooms,0,46.72,88.7,2003000,1135.88
2012,Dublin 9,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1158.66
2012,Dublin 9,Detached house,All bedrooms,0,46.72,88.7,2003000,1353.68
2012,Dublin 9,Other flats,All bedrooms,0,46.72,88.7,2003000,530.06
2012,Dublin 9,Apartment,All bedrooms,0,46.72,88.7,2003000,904.85
2012,Dublin,Terrace house,All bedrooms,0,46.72,88.7,2003000,1032.59
2012,Dublin,Semi detached house,All bedrooms,0,46.72,88.7,2003000,1122.92
2012,Dublin,Detached house,All bedrooms,0,46.72,88.7,2003000,1572.69
2012,Dublin,Other flats,All bedrooms,0,46.72,88.7,2003000,672.34
2012,Dublin,Apartment,All bedrooms,0,46.72,88.7,2003000,989.03
2012,"Dun Laoghaire, Dublin",Terrace house,All bedrooms,0,46.72,88.7,2003000,1065.76
2012,"Dun Laoghaire, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,1078.11
2012,"Dun Laoghaire, Dublin",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1275.23
2012,"Dun Laoghaire, Dublin",Other flats,All bedrooms,0,46.72,88.7,2003000,692.56
2012,"Dundrum, Dublin 14",Apartment,All bedrooms,0,46.72,88.7,2003000,1137.67
2012,"Dundrum, Dublin 14",Terrace house,All bedrooms,0,46.72,88.7,2003000,1264.26
2012,"Dundrum, Dublin 14",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1369.38
2012,"Dundrum, Dublin 16",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1212.2
2012,"Dundrum, Dublin 16",Apartment,All bedrooms,0,46.72,88.7,2003000,1212.2
2012,"East Wall, Dublin 3",Terrace house,All bedrooms,0,46.72,88.7,2003000,918.02
2012,"East Wall, Dublin 3",Apartment,All bedrooms,0,46.72,88.7,2003000,991.95
2012,"Eastwall, Dublin 3",Terrace house,1 to 3 bed,0,46.72,88.7,2003000,860.63
2012,"Eastwall, Dublin 3",Terrace house,All bedrooms,0,46.72,88.7,2003000,860.63
2012,"Fairview, Dublin 3",Terrace house,All bedrooms,0,46.72,88.7,2003000,1159.67
2012,"Fairview, Dublin 3",Other flats,All bedrooms,0,46.72,88.7,2003000,577.92
2012,"Fairview, Dublin 3",Apartment,All bedrooms,0,46.72,88.7,2003000,988.72
2012,"Finglas, Dublin 11",Other flats,All bedrooms,0,46.72,88.7,2003000,619.62
2012,"Finglas, Dublin 11",Other flats,1 to 2 bed,0,46.72,88.7,2003000,619.62
2012,"Finglas, Dublin 11",Other flats,1 to 3 bed,0,46.72,88.7,2003000,619.62
2012,"Finglas, Dublin 11",Apartment,All bedrooms,0,46.72,88.7,2003000,878.17
2012,"Finglas, Dublin 11",Terrace house,All bedrooms,0,46.72,88.7,2003000,934.2
2012,"Finglas, Dublin 11",Semi detached house,All bedrooms,0,46.72,88.7,2003000,937.88
2012,"Firhouse, Dublin 24",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1052.48
2012,"Firhouse, Dublin 24",Apartment,All bedrooms,0,46.72,88.7,2003000,896.25
2012,"Firhouse, Dublin 24",Apartment,1 to 3 bed,0,46.72,88.7,2003000,896.25
2012,"Firhouse, Dublin 24",Terrace house,All bedrooms,0,46.72,88.7,2003000,986.72
2012,"Foxrock, Dublin 18",Terrace house,All bedrooms,0,46.72,88.7,2003000,1369.53
2012,"Foxrock, Dublin 18",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1539.65
2012,"Foxrock, Dublin 18",Apartment,All bedrooms,0,46.72,88.7,2003000,1648.61
2012,"Foxrock, Dublin 18",Detached house,All bedrooms,0,46.72,88.7,2003000,2130.43
2012,"Glasnevin, Dublin 11",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1124.16
2012,"Glasnevin, Dublin 11",Terrace house,All bedrooms,0,46.72,88.7,2003000,1182.16
2012,"Glasnevin, Dublin 11",Apartment,1 to 3 bed,0,46.72,88.7,2003000,912.61
2012,"Glasnevin, Dublin 11",Apartment,All bedrooms,0,46.72,88.7,2003000,912.61
2012,"Glasnevin, Dublin 9",Terrace house,All bedrooms,0,46.72,88.7,2003000,1130.71
2012,"Glasnevin, Dublin 9",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1318.06
2012,"Glasnevin, Dublin 9",Other flats,All bedrooms,0,46.72,88.7,2003000,547.74
2012,"Glasnevin, Dublin 9",Apartment,All bedrooms,0,46.72,88.7,2003000,872
2012,"Glenageary, Dublin",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1379.11
2012,"Goatstown, Dublin 14",Apartment,All bedrooms,0,46.72,88.7,2003000,1286.34
2012,"Goatstown, Dublin 14",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1612.22
2012,"Grand Canal Dock, Dublin 2",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1504.7
2012,"Grand Canal Dock, Dublin 2",Apartment,All bedrooms,0,46.72,88.7,2003000,1504.7
2012,"Grand Canal Square, Dublin 2",Apartment,All bedrooms,0,46.72,88.7,2003000,1780.91
2012,"Grand Canal Square, Dublin 2",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1780.91
2012,"Hanover Quay, Dublin 2",Apartment,All bedrooms,0,46.72,88.7,2003000,1522.16
2012,"Hanover Quay, Dublin 2",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1522.16
2012,"Harolds Cross, Dublin 6",Terrace house,All bedrooms,0,46.72,88.7,2003000,1160.82
2012,"Harolds Cross, Dublin 6W",Terrace house,All bedrooms,0,46.72,88.7,2003000,1202.52
2012,"Harolds Cross, Dublin 6W",Semi detached house,All bedrooms,0,46.72,88.7,2003000,1450.1
2012,"Harolds Cross, Dublin 6W",Other flats,All bedrooms,0,46.72,88.7,2003000,611.76
2012,"Harolds Cross, Dublin 6W",Apartment,All bedrooms,0,46.72,88.7,2003000,827.28
2012,"Howth, Dublin",Apartment,All bedrooms,0,46.72,88.7,2003000,1138.39
2012,"Howth, Dublin",Apartment,1 to 3 bed,0,46.72,88.7,2003000,1138.39
2012,"I.F.S.C., Dublin 1",Apartment,All bedrooms,0,46.72,88.7,2003000,1241.3
