Year,Location,PropertyType,NumberofBedrooms,VacancyRate,CPI,Price.Rent.Ratio,HousingStock,Rent
2009,"Dundrum, Dublin 16",Apartment,All bedrooms,0,45.21,150.8,1982000,1349.73
2009,"Dundrum, Dublin 16",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1349.73
2009,"Dundrum, Dublin 16",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1478.7
2009,"East Wall, Dublin 3",Terrace house,All bedrooms,0,45.21,150.8,1982000,1074.89
2009,"East Wall, Dublin 3",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1130.35
2009,"East Wall, Dublin 3",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1139.72
2009,"East Wall, Dublin 3",Apartment,All bedrooms,0,45.21,150.8,1982000,1139.72
2009,"Eastwall, Dublin 3",Terrace house,All bedrooms,0,45.21,150.8,1982000,1046.08
2009,"Fairview, Dublin 3",Apartment,All bedrooms,0,45.21,150.8,1982000,1044.42
2009,"Fairview, Dublin 3",Terrace house,All bedrooms,0,45.21,150.8,1982000,1169.89
2009,"Fairview, Dublin 3",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1266.54
2009,"Fairview, Dublin 3",Other flats,1 to 3 bed,0,45.21,150.8,1982000,652.7
2009,"Fairview, Dublin 3",Other flats,All bedrooms,0,45.21,150.8,1982000,652.7
2009,"Finglas, Dublin 11",Apartment,All bedrooms,0,45.21,150.8,1982000,1034.35
2009,"Finglas, Dublin 11",Terrace house,All bedrooms,0,45.21,150.8,1982000,1096.46
2009,"Finglas, Dublin 11",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1117.45
2009,"Firhouse, Dublin 24",Apartment,All bedrooms,0,45.21,150.8,1982000,1029.8
2009,"Firhouse, Dublin 24",Terrace house,All bedrooms,0,45.21,150.8,1982000,1154.08
2009,"Firhouse, Dublin 24",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1170.48
2009,"Foxrock, Dublin 18",Terrace house,All bedrooms,0,45.21,150.8,1982000,1438.16
2009,"Foxrock, Dublin 18",Apartment,All bedrooms,0,45.21,150.8,1982000,1596.53
2009,"Foxrock, Dublin 18",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1605.79
2009,"Foxrock, Dublin 18",Detached house,All bedrooms,0,45.21,150.8,1982000,2133.33
2009,"Glasnevin, Dublin 11",Apartment,All bedrooms,0,45.21,150.8,1982000,1042.05
2009,"Glasnevin, Dublin 11",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1042.05
2009,"Glasnevin, Dublin 11",Terrace house,All bedrooms,0,45.21,150.8,1982000,1220.08
2009,"Glasnevin, Dublin 11",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1297.09
2009,"Glasnevin, Dublin 9",Apartment,All bedrooms,0,45.21,150.8,1982000,1012.61
2009,"Glasnevin, Dublin 9",Terrace house,All bedrooms,0,45.21,150.8,1982000,1240.11
2009,"Glasnevin, Dublin 9",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1288.75
2009,"Glasnevin, Dublin 9",Other flats,1 to 3 bed,0,45.21,150.8,1982000,561.58
2009,"Glasnevin, Dublin 9",Other flats,1 to 2 bed,0,45.21,150.8,1982000,561.58
2009,"Glasnevin, Dublin 9",Other flats,All bedrooms,0,45.21,150.8,1982000,561.58
2009,"Glenageary, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1484.32
2009,"Goatstown, Dublin 14",Apartment,All bedrooms,0,45.21,150.8,1982000,1336.41
2009,"Goatstown, Dublin 14",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1746.41
2009,"Grand Canal Dock, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1626
2009,"Grand Canal Dock, Dublin 2",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1626
2009,"Grand Canal Square, Dublin 2",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1618.98
2009,"Grand Canal Square, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1618.98
2009,"Hanover Quay, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1813.5
2009,"Hanover Quay, Dublin 2",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1813.5
2009,"Harolds Cross, Dublin 6",Apartment,All bedrooms,0,45.21,150.8,1982000,1038
2009,"Harolds Cross, Dublin 6",Terrace house,All bedrooms,0,45.21,150.8,1982000,1309.03
2009,"Harolds Cross, Dublin 6",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1360.11
2009,"Harolds Cross, Dublin 6",Other flats,1 to 3 bed,0,45.21,150.8,1982000,648.85
2009,"Harolds Cross, Dublin 6",Other flats,All bedrooms,0,45.21,150.8,1982000,648.85
2009,"Harolds Cross, Dublin 6W",Apartment,All bedrooms,0,45.21,150.8,1982000,1003.31
2009,"Harolds Cross, Dublin 6W",Terrace house,All bedrooms,0,45.21,150.8,1982000,1333.47
2009,"Harolds Cross, Dublin 6W",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1493.85
2009,"Harolds Cross, Dublin 6W",Other flats,All bedrooms,0,45.21,150.8,1982000,656.31
2009,"Howth, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1281.73
2009,"Howth, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1281.73
2009,"I.F.S.C., Dublin 1",Apartment,All bedrooms,0,45.21,150.8,1982000,1255.16
2009,"Inchicore, Dublin 8",Apartment,All bedrooms,0,45.21,150.8,1982000,1097.54
2009,"Inchicore, Dublin 8",Terrace house,All bedrooms,0,45.21,150.8,1982000,1140.55
2009,"Inchicore, Dublin 8",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1219.44
2009,"Inchicore, Dublin 8",Other flats,All bedrooms,0,45.21,150.8,1982000,607.33
2009,"Islandbridge, Dublin 8",Apartment,All bedrooms,0,45.21,150.8,1982000,1119.2
2009,"Islandbridge, Dublin 8",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1119.2
2009,"Killester, Dublin 5",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1319.34
2009,"Killester, Dublin 5",Apartment,All bedrooms,0,45.21,150.8,1982000,986.04
2009,"Killiney, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1168.88
2009,"Killiney, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1389.13
2009,"Killiney, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1424.04
2009,"Killiney, Dublin",Detached house,All bedrooms,0,45.21,150.8,1982000,1762.21
2009,"Kilmainham , Dublin 8",Apartment,All bedrooms,0,45.21,150.8,1982000,1077.38
2009,"Kilmainham , Dublin 8",Terrace house,All bedrooms,0,45.21,150.8,1982000,1169.92
2009,"Kilmainham , Dublin 8",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1249.01
2009,"Kilmainham , Dublin 8",Other flats,All bedrooms,0,45.21,150.8,1982000,658.46
2009,"Kilmainham , Dublin 8",Other flats,1 to 2 bed,0,45.21,150.8,1982000,658.46
2009,"Kilmainham , Dublin 8",Other flats,1 to 3 bed,0,45.21,150.8,1982000,658.46
2009,"Kimmage, Dublin 12",Terrace house,All bedrooms,0,45.21,150.8,1982000,1139.31
2009,"Kimmage, Dublin 12",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1225.19
2009,"Kimmage, Dublin 12",Apartment,1 to 3 bed,0,45.21,150.8,1982000,968.4
2009,"Kimmage, Dublin 12",Apartment,All bedrooms,0,45.21,150.8,1982000,968.4
2009,"Kinsealy, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1023.04
2009,"Kinsealy, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1023.04
2009,"Kinsealy, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1202.62
2009,"Knocklyon, Dublin 16",Apartment,All bedrooms,0,45.21,150.8,1982000,1087.58
2009,"Knocklyon, Dublin 16",Apartment,1 to 2 bed,0,45.21,150.8,1982000,1087.58
2009,"Knocklyon, Dublin 16",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1087.58
2009,"Knocklyon, Dublin 16",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1297.26
2009,"Leopardstown, Dublin 18",Apartment,All bedrooms,0,45.21,150.8,1982000,1282.83
2009,"Leopardstown, Dublin 18",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1398.09
2009,"Lower Mount Street, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1147.99
2009,"Lucan, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1010.9
2009,"Lucan, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1097.4
2009,"Lucan, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1157.84
2009,"Lucan, Dublin",Detached house,All bedrooms,0,45.21,150.8,1982000,1380.15
2009,"Lusk, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1042.32
2009,"Lusk, Dublin",Terrace house,1 to 3 bed,0,45.21,150.8,1982000,1042.32
2009,"Lusk, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1071.32
2009,"Malahide Road, Dublin 17",Apartment,All bedrooms,0,45.21,150.8,1982000,1101.69
2009,"Malahide, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1269.13
2009,"Malahide, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1366.92
2009,"Malahide, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1439.15
2009,"Malahide, Dublin",Detached house,All bedrooms,0,45.21,150.8,1982000,1785.78
2009,"Marino, Dublin 3",Terrace house,All bedrooms,0,45.21,150.8,1982000,1202.8
2009,"Marino, Dublin 3",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1286.42
2009,"Meakstown, Dublin 11",Apartment,All bedrooms,0,45.21,150.8,1982000,1117.2
2009,"Merrion, Dublin 4",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1348.61
2009,"Merrion, Dublin 4",Apartment,All bedrooms,0,45.21,150.8,1982000,1348.61
2009,"Milltown, Dublin 6",Apartment,All bedrooms,0,45.21,150.8,1982000,1338.53
2009,"Milltown, Dublin 6",Terrace house,All bedrooms,0,45.21,150.8,1982000,1465.51
2009,"Monkstown, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1118.29
2009,"Monkstown, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1206.74
2009,"Monkstown, Dublin",Terrace house,1 to 3 bed,0,45.21,150.8,1982000,1206.74
2009,"Monkstown, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1235.22
2009,"Mount Merrion, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1352.84
2009,"Mount Merrion, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1352.84
2009,"Mount Merrion, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1852.41
2009,"Mulhuddart, Dublin 15",Terrace house,1 to 3 bed,0,45.21,150.8,1982000,1032.76
2009,"Mulhuddart, Dublin 15",Terrace house,All bedrooms,0,45.21,150.8,1982000,1032.76
2009,"Mulhuddart, Dublin 15",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1080.42
2009,"Mulhuddart, Dublin 15",Apartment,All bedrooms,0,45.21,150.8,1982000,902.7
2009,"Mulhuddart, Dublin 15",Apartment,1 to 3 bed,0,45.21,150.8,1982000,902.7
2009,"Navan Road, Dublin 7",Apartment,All bedrooms,0,45.21,150.8,1982000,1068.1
2009,"Navan Road, Dublin 7",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1068.1
2009,"Navan Road, Dublin 7",Terrace house,All bedrooms,0,45.21,150.8,1982000,1237.08
2009,"Navan Road, Dublin 7",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1271.15
2009,"North Circular Road, Dublin 7",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1029.81
2009,"North Circular Road, Dublin 7",Apartment,All bedrooms,0,45.21,150.8,1982000,1029.81
2009,"North Strand, Dublin 3",Terrace house,All bedrooms,0,45.21,150.8,1982000,1113.64
2009,"Northern Cross, Dublin 17",Apartment,All bedrooms,0,45.21,150.8,1982000,1035.45
2009,"Northern Cross, Dublin 17",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1035.45
2009,"Ongar, Dublin 15",Terrace house,All bedrooms,0,45.21,150.8,1982000,1152.35
2009,"Ongar, Dublin 15",Apartment,All bedrooms,0,45.21,150.8,1982000,979.95
2009,"Ongar, Dublin 15",Apartment,1 to 3 bed,0,45.21,150.8,1982000,979.95
2009,"Palmerstown, Dublin 20",Apartment,All bedrooms,0,45.21,150.8,1982000,1048.91
2009,"Palmerstown, Dublin 20",Terrace house,All bedrooms,0,45.21,150.8,1982000,1063.84
2009,"Palmerstown, Dublin 20",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1153.3
2009,"Parnell Street, Dublin 1",Apartment,All bedrooms,0,45.21,150.8,1982000,1261.38
2009,"Pearse Street, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1181.19
2009,"Pembroke, Dublin 4",Apartment,All bedrooms,0,45.21,150.8,1982000,1315.7
2009,"Phibsboro, Dublin 7",Terrace house,All bedrooms,0,45.21,150.8,1982000,1185.75
2009,"Phibsboro, Dublin 7",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1236.2
2009,"Phibsboro, Dublin 7",Other flats,All bedrooms,0,45.21,150.8,1982000,611.19
2009,"Phibsboro, Dublin 7",Apartment,All bedrooms,0,45.21,150.8,1982000,946.28
2009,"Porterstown, Dublin 15",Apartment,All bedrooms,0,45.21,150.8,1982000,1122.66
2009,"Portmarnock, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1103.28
2009,"Portmarnock, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1103.28
2009,"Portobello, Dublin 8",Apartment,All bedrooms,0,45.21,150.8,1982000,1004.34
2009,"Portobello, Dublin 8",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1004.34
2009,"Portobello, Dublin 8",Terrace house,All bedrooms,0,45.21,150.8,1982000,1273.57
2009,"Portobello, Dublin 8",Other flats,All bedrooms,0,45.21,150.8,1982000,730.07
2009,"Portobello, Dublin 8",Other flats,1 to 3 bed,0,45.21,150.8,1982000,730.07
2009,"Raheny, Dublin 5",Apartment,All bedrooms,0,45.21,150.8,1982000,1136.43
2009,"Raheny, Dublin 5",Terrace house,All bedrooms,0,45.21,150.8,1982000,1232.1
2009,"Raheny, Dublin 5",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1259.47
2009,"Ranelagh, Dublin 6",Apartment,All bedrooms,0,45.21,150.8,1982000,1056.02
2009,"Ranelagh, Dublin 6",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1553.33
2009,"Ranelagh, Dublin 6",Terrace house,All bedrooms,0,45.21,150.8,1982000,1704.53
2009,"Ranelagh, Dublin 6",Other flats,All bedrooms,0,45.21,150.8,1982000,690.03
2009,"Rathcoole, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1080.03
2009,"Rathcoole, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,943.44
2009,"Rathcoole, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,943.44
2009,"Rathfarnham, Dublin 14",Apartment,All bedrooms,0,45.21,150.8,1982000,1131.68
2009,"Rathfarnham, Dublin 14",Terrace house,All bedrooms,0,45.21,150.8,1982000,1257.16
2009,"Rathfarnham, Dublin 14",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1394.08
2009,"Rathfarnham, Dublin 16",Apartment,All bedrooms,0,45.21,150.8,1982000,1154.13
2009,"Rathfarnham, Dublin 16",Terrace house,All bedrooms,0,45.21,150.8,1982000,1226.47
2009,"Rathfarnham, Dublin 16",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1385.78
2009,"Rathgar, Dublin 6",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1479.01
2009,"Rathgar, Dublin 6",Terrace house,All bedrooms,0,45.21,150.8,1982000,1501.53
2009,"Rathgar, Dublin 6",Other flats,All bedrooms,0,45.21,150.8,1982000,716.05
2009,"Rathgar, Dublin 6",Apartment,All bedrooms,0,45.21,150.8,1982000,978.23
2009,"Rathmines, Dublin 6",Apartment,All bedrooms,0,45.21,150.8,1982000,1068.29
2009,"Rathmines, Dublin 6",Terrace house,All bedrooms,0,45.21,150.8,1982000,1396.04
2009,"Rathmines, Dublin 6",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1417.29
2009,"Rathmines, Dublin 6",Other flats,All bedrooms,0,45.21,150.8,1982000,718.55
2009,"Rialto, Dublin 8",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1021.6
2009,"Rialto, Dublin 8",Apartment,All bedrooms,0,45.21,150.8,1982000,1021.6
2009,"Rialto, Dublin 8",Terrace house,All bedrooms,0,45.21,150.8,1982000,1138.79
2009,"Rialto, Dublin 8",Other flats,All bedrooms,0,45.21,150.8,1982000,639.64
2009,"Rialto, Dublin 8",Other flats,1 to 3 bed,0,45.21,150.8,1982000,639.64
2009,"Ringsend, Dublin 4",Apartment,All bedrooms,0,45.21,150.8,1982000,1259.22
2009,"Ringsend, Dublin 4",Terrace house,All bedrooms,0,45.21,150.8,1982000,1309.29
2009,"Ringsend, Dublin 4",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1364.69
2009,"Royal Canal Park, Dublin 15",Apartment,All bedrooms,0,45.21,150.8,1982000,1106.95
2009,"Rush, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1010.75
2009,"Rush, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1050.35
2009,"Rush, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,907.29
2009,"Rush, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,907.29
2009,"Saggart, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1088.23
2009,"Saggart, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1295.68
2009,"Sandycove, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1176.96
2009,"Sandycove, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1176.96
2009,"Sandycove, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1434.14
2009,"Sandyford, Dublin 18",Apartment,All bedrooms,0,45.21,150.8,1982000,1278.7
2009,"Sandyford, Dublin 18",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1395.4
2009,"Sandymount, Dublin 4",Apartment,All bedrooms,0,45.21,150.8,1982000,1333.1
2009,"Sandymount, Dublin 4",Terrace house,All bedrooms,0,45.21,150.8,1982000,1585.03
2009,"Sandymount, Dublin 4",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1811.96
2009,"Sandymount, Dublin 4",Other flats,All bedrooms,0,45.21,150.8,1982000,722.49
2009,"Santry, Dublin 9",Apartment,All bedrooms,0,45.21,150.8,1982000,1036.43
2009,"Santry, Dublin 9",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1199.53
2009,"Santry, Dublin 9",Terrace house,All bedrooms,0,45.21,150.8,1982000,1203.33
2009,"Shankill, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1102.5
2009,"Shankill, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1102.5
2009,"Shankill, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1274.57
2009,"Skerries, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1013.92
2009,"Skerries, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1066.99
2009,"Skerries, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,973.91
2009,"Skerries, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,973.91
2009,"Smithfield, Dublin 7",Apartment,All bedrooms,0,45.21,150.8,1982000,1235.95
2009,"South Circular Road, Dublin 8",Terrace house,All bedrooms,0,45.21,150.8,1982000,1256.08
2009,"South Circular Road, Dublin 8",Other flats,All bedrooms,0,45.21,150.8,1982000,655.99
2009,"South Circular Road, Dublin 8",Apartment,All bedrooms,0,45.21,150.8,1982000,757.58
2009,"Spencer Dock, Dublin 1",Apartment,All bedrooms,0,45.21,150.8,1982000,1496.08
2009,"St Margarets Road, Dublin 11",Apartment,All bedrooms,0,45.21,150.8,1982000,1074.37
2009,"St Margarets Road, Dublin 11",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1074.37
2009,"Stepaside, Dublin 18",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1133.33
2009,"Stepaside, Dublin 18",Apartment,All bedrooms,0,45.21,150.8,1982000,1133.33
2009,"Stepaside, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1137.18
2009,"Stepaside, Dublin",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1137.18
2009,"Stillorgan, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1318.08
2009,"Stillorgan, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1442.45
2009,"Stillorgan, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1513.06
2009,"Stillorgan, Dublin",Detached house,All bedrooms,0,45.21,150.8,1982000,1776.35
2009,"Stoneybatter, Dublin 7",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1077.56
2009,"Stoneybatter, Dublin 7",Terrace house,All bedrooms,0,45.21,150.8,1982000,1131.81
2009,"Stoneybatter, Dublin 7",Apartment,All bedrooms,0,45.21,150.8,1982000,956.89
2009,"Summerhill, Dublin 1",Apartment,All bedrooms,0,45.21,150.8,1982000,1190.23
2009,"Summerhill, Dublin 1",Other flats,1 to 3 bed,0,45.21,150.8,1982000,855.08
2009,"Summerhill, Dublin 1",Other flats,All bedrooms,0,45.21,150.8,1982000,855.08
2009,"Summerhill, Dublin 1",Other flats,1 to 2 bed,0,45.21,150.8,1982000,855.08
2009,"Sutton, Dublin 13",Terrace house,All bedrooms,0,45.21,150.8,1982000,1139.13
2009,"Sutton, Dublin 13",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1220
2009,"Sutton, Dublin 13",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1246.01
2009,"Sutton, Dublin 13",Apartment,All bedrooms,0,45.21,150.8,1982000,1246.01
2009,"Swords, Dublin",Apartment,All bedrooms,0,45.21,150.8,1982000,1015.93
2009,"Swords, Dublin",Terrace house,All bedrooms,0,45.21,150.8,1982000,1098.35
2009,"Swords, Dublin",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1187.9
2009,"Swords, Dublin",Detached house,All bedrooms,0,45.21,150.8,1982000,1427.33
2009,"Tallaght, Dublin 24",Terrace house,All bedrooms,0,45.21,150.8,1982000,1087.12
2009,"Tallaght, Dublin 24",Detached house,All bedrooms,0,45.21,150.8,1982000,1100.89
2009,"Tallaght, Dublin 24",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1137.89
2009,"Tallaght, Dublin 24",Apartment,All bedrooms,0,45.21,150.8,1982000,968.53
2009,"Tara Street, Dublin 2",Apartment,1 to 2 bed,0,45.21,150.8,1982000,1154.6
2009,"Tara Street, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1154.6
2009,"Tara Street, Dublin 2",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1154.6
2009,"Temple Bar, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1258.68
2009,"Templeogue, Dublin 6W",Apartment,All bedrooms,0,45.21,150.8,1982000,1192.5
2009,"Templeogue, Dublin 6W",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1382.6
2009,"Terenure, Dublin 6",Apartment,All bedrooms,0,45.21,150.8,1982000,1165.79
2009,"Terenure, Dublin 6",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1580
2009,"Terenure, Dublin 6",Other flats,All bedrooms,0,45.21,150.8,1982000,669.38
2009,"Terenure, Dublin 6",Other flats,1 to 3 bed,0,45.21,150.8,1982000,669.38
2009,"Terenure, Dublin 6W",Apartment,All bedrooms,0,45.21,150.8,1982000,1252.28
2009,"Terenure, Dublin 6W",Terrace house,All bedrooms,0,45.21,150.8,1982000,1379.5
2009,"Terenure, Dublin 6W",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1531.91
2009,"Terenure, Dublin 6W",Other flats,All bedrooms,0,45.21,150.8,1982000,613.99
2009,"Townsend Street, Dublin 2",Apartment,All bedrooms,0,45.21,150.8,1982000,1230.39
2009,"Townsend Street, Dublin 2",Apartment,1 to 3 bed,0,45.21,150.8,1982000,1230.39
2009,"Tyrrelstown, Dublin 15",Terrace house,All bedrooms,0,45.21,150.8,1982000,1161.49
2009,"Tyrrelstown, Dublin 15",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1193.13
2009,"Tyrrelstown, Dublin 15",Apartment,All bedrooms,0,45.21,150.8,1982000,956.27
2009,"Walkinstown, Dublin 12",Terrace house,All bedrooms,0,45.21,150.8,1982000,1146.94
2009,"Walkinstown, Dublin 12",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1182.95
2009,"Walkinstown, Dublin 12",Apartment,1 to 3 bed,0,45.21,150.8,1982000,989.5
2009,"Walkinstown, Dublin 12",Apartment,All bedrooms,0,45.21,150.8,1982000,989.5
2009,"Whitehall, Dublin 9",Apartment,All bedrooms,0,45.21,150.8,1982000,1002.33
2009,"Whitehall, Dublin 9",Terrace house,All bedrooms,0,45.21,150.8,1982000,1098.39
2009,"Whitehall, Dublin 9",Semi detached house,All bedrooms,0,45.21,150.8,1982000,1293.86
2010,"Arbour Hill, Dublin 7",Terrace house,All bedrooms,0,44.78,128.9,1992000,1072.57
2010,"Artane, Dublin 5",Terrace house,All bedrooms,0,44.78,128.9,1992000,1117.37
2010,"Artane, Dublin 5",Semi detached house,All bedrooms,0,44.78,128.9,1992000,1135.33
2010,"Artane, Dublin 5",Apartment,All bedrooms,0,44.78,128.9,1992000,978.66
2010,"Ashtown, Dublin 15",Apartment,All bedrooms,0,44.78,128.9,1992000,987.56
2010,"Aungier Street, Dublin 2",Apartment,All bedrooms,0,44.78,128.9,1992000,913.24
2010,"Aungier Street, Dublin 2",Apartment,1 to 3 bed,0,44.78,128.9,1992000,913.24
2010,"Balbriggan, Dublin",Apartment,All bedrooms,0,44.78,128.9,1992000,726.09
2010,"Balbriggan, Dublin",Terrace house,All bedrooms,0,44.78,128.9,1992000,841.45
2010,"Balbriggan, Dublin",Semi detached house,All bedrooms,0,44.78,128.9,1992000,876.47
2010,"Baldoyle, Dublin 13",Terrace house,All bedrooms,0,44.78,128.9,1992000,1058.56
2010,"Baldoyle, Dublin 13",Semi detached house,All bedrooms,0,44.78,128.9,1992000,1176.52
2010,"Baldoyle, Dublin 13",Apartment,1 to 3 bed,0,44.78,128.9,1992000,934.82
2010,"Baldoyle, Dublin 13",Apartment,All bedrooms,0,44.78,128.9,1992000,934.82
2010,"Balgriffin, Dublin 13",Apartment,All bedrooms,0,44.78,128.9,1992000,976.46
2010,"Balgriffin, Dublin 13",Apartment,1 to 3 bed,0,44.78,128.9,1992000,976.46
2010,"Ballinteer, Dublin 16",Apartment,All bedrooms,0,44.78,128.9,1992000,1114.14
2010,"Ballinteer, Dublin 16",Semi detached house,All bedrooms,0,44.78,128.9,1992000,1226.98
2010,"Ballsbridge, Dublin 4",Apartment,All bedrooms,0,44.78,128.9,1992000,1288.63
2010,"Ballsbridge, Dublin 4",Terrace house,All bedrooms,0,44.78,128.9,1992000,1645.57
2010,"Ballsbridge, Dublin 4",Semi detached house,All bedrooms,0,44.78,128.9,1992000,1809.45
